fase,gnero,anoingresso,instituiodeensino,inde22,iaa,ieg,ips,ida,matem,portug,ingls,ipv,ian,defas,ano,inde23,ipp,mat,por,ing,defasagem,escola,ativoinativo,ativoinativo1,aluno_id,risco_defasagem
NAO_INFORMADO,Feminino,2016,Escola Pública,5.783,8.3,4.1,5.6,4.0,2.7,3.5,6.0,7.278,5.0,-1.0,2022,,,,,,,,,,RA-1,1
NAO_INFORMADO,Feminino,2017,Rede Decisão,7.055,8.8,5.2,6.3,6.8,6.3,4.5,9.7,6.778,10.0,0.0,2022,,,,,,,,,,RA-2,0
NAO_INFORMADO,Feminino,2016,Rede Decisão,6.591,0.0,7.9,5.6,5.6,5.8,4.0,6.9,7.556,10.0,0.0,2022,,,,,,,,,,RA-3,0
NAO_INFORMADO,Masculino,2017,Rede Decisão,5.951,8.8,4.5,5.6,5.0,2.8,3.5,8.7,5.278,10.0,0.0,2022,,,,,,,,,,RA-4,0
NAO_INFORMADO,Feminino,2016,Rede Decisão,7.427,7.9,8.6,5.6,5.2,7.0,2.9,5.7,7.389,10.0,0.0,2022,,,,,,,,,,RA-5,0
NAO_INFORMADO,Feminino,2021,Escola Pública,5.848,7.9,4.5,7.5,3.3,2.3,5.3,2.3,7.222,5.0,-1.0,2022,,,,,,,,,,RA-6,1
NAO_INFORMADO,Masculino,2017,Rede Decisão,6.818,0.0,8.4,7.5,7.6,8.2,5.7,9.0,7.667,5.0,-1.0,2022,,,,,,,,,,RA-7,1
NAO_INFORMADO,Feminino,2018,Escola Pública,4.786,7.1,4.6,6.3,1.6,1.2,0.7,2.9,6.278,5.0,-1.0,2022,,,,,,,,,,RA-8,1
NAO_INFORMADO,Feminino,2019,Escola Pública,8.109,8.8,9.5,7.5,6.7,5.5,6.0,8.7,9.5,5.0,-1.0,2022,,,,,,,,,,RA-9,1
NAO_INFORMADO,Feminino,2021,Escola Pública,5.784,8.3,5.2,5.0,4.1,3.3,2.6,6.4,7.056,5.0,-1.0,2022,,,,,,,,,,RA-10,1
NAO_INFORMADO,Feminino,2016,Escola Pública,5.323,9.2,4.2,5.0,3.0,1.8,2.5,4.5,6.389,5.0,-1.0,2022,,,,,,,,,,RA-11,1
NAO_INFORMADO,Feminino,2020,Escola Pública,4.832,0.0,4.0,6.9,1.5,2.7,1.1,0.7,6.389,10.0,0.0,2022,,,,,,,,,,RA-12,0
NAO_INFORMADO,Masculino,2016,Escola Pública,6.902,7.9,7.4,7.5,4.7,3.5,5.5,5.2,8.056,5.0,-1.0,2022,,,,,,,,,,RA-13,1
NAO_INFORMADO,Masculino,2022,Escola Pública,6.793,7.9,8.3,7.5,4.0,8.0,0.0,,7.75,5.0,-1.0,2022,,,,,,,,,,RA-14,1
NAO_INFORMADO,Masculino,2022,Escola Pública,7.783,8.8,10.0,7.5,7.3,8.0,6.5,,7.292,5.0,-1.0,2022,,,,,,,,,,RA-15,1
NAO_INFORMADO,Masculino,2022,Escola Pública,6.112,7.9,8.3,5.0,3.5,7.0,0.0,,6.333,5.0,-1.0,2022,,,,,,,,,,RA-16,1
NAO_INFORMADO,Masculino,2022,Escola Pública,8.068,8.8,10.0,7.5,7.8,9.0,6.5,,8.292,5.0,-1.0,2022,,,,,,,,,,RA-17,1
NAO_INFORMADO,Masculino,2022,Escola Pública,7.226,6.3,8.7,6.3,9.0,9.0,9.0,,6.875,5.0,-1.0,2022,,,,,,,,,,RA-18,1
NAO_INFORMADO,Feminino,2022,Escola Pública,7.665,7.9,9.5,7.5,8.0,7.0,9.0,,7.0,5.0,-1.0,2022,,,,,,,,,,RA-19,1
NAO_INFORMADO,Feminino,2022,Escola Pública,7.535,7.1,10.0,6.3,7.8,9.0,6.5,,7.167,5.0,-1.0,2022,,,,,,,,,,RA-20,1
NAO_INFORMADO,Masculino,2022,Escola Pública,6.945,9.6,9.2,7.5,3.8,7.0,0.5,,7.25,5.0,-1.0,2022,,,,,,,,,,RA-21,1
NAO_INFORMADO,Feminino,2019,Rede Decisão,7.474,8.3,7.4,8.1,6.7,9.0,3.1,7.8,8.833,5.0,-1.0,2022,,,,,,,,,,RA-22,1
NAO_INFORMADO,Masculino,2021,Escola Pública,7.677,8.3,8.2,8.1,6.7,7.2,4.7,8.2,8.556,5.0,-1.0,2022,,,,,,,,,,RA-23,1
NAO_INFORMADO,Feminino,2021,Rede Decisão,8.087,9.2,7.9,6.9,8.6,10.0,6.3,9.7,9.111,5.0,-1.0,2022,,,,,,,,,,RA-24,1
NAO_INFORMADO,Feminino,2021,Escola Pública,7.979,8.3,8.3,8.8,6.9,9.2,3.8,7.7,9.667,5.0,-1.0,2022,,,,,,,,,,RA-25,1
NAO_INFORMADO,Masculino,2022,Escola Pública,8.677,9.6,8.8,10.0,8.0,9.5,4.4,10.0,10.0,5.0,-1.0,2022,,,,,,,,,,RA-26,1
NAO_INFORMADO,Masculino,2016,Rede Decisão,7.124,0.0,7.6,8.1,8.0,7.7,6.3,10.0,9.111,5.0,-1.0,2022,,,,,,,,,,RA-27,1
NAO_INFORMADO,Feminino,2019,Escola Pública,6.242,7.9,6.1,7.5,5.0,8.2,1.5,5.3,6.333,5.0,-1.0,2022,,,,,,,,,,RA-28,1
NAO_INFORMADO,Masculino,2022,Escola Pública,4.985,0.0,4.0,8.8,3.7,6.3,1.1,3.8,7.611,5.0,-1.0,2022,,,,,,,,,,RA-29,1
NAO_INFORMADO,Feminino,2021,Escola Pública,7.605,8.8,6.4,7.5,7.5,8.5,4.4,9.7,7.333,10.0,0.0,2022,,,,,,,,,,RA-30,0
NAO_INFORMADO,Feminino,2019,Rede Decisão,8.843,10.0,9.5,9.4,8.0,9.0,5.7,9.3,10.0,5.0,-1.0,2022,,,,,,,,,,RA-31,1
NAO_INFORMADO,Feminino,2018,Rede Decisão,7.37,8.8,5.2,8.8,6.1,5.7,3.6,8.9,7.944,10.0,0.0,2022,,,,,,,,,,RA-32,0
NAO_INFORMADO,Feminino,2020,Escola Pública,4.952,0.0,4.6,7.5,4.8,9.0,1.6,3.7,6.0,5.0,-1.0,2022,,,,,,,,,,RA-33,1
NAO_INFORMADO,Masculino,2016,Rede Decisão,6.259,9.6,4.8,8.1,3.8,4.7,4.0,2.8,7.278,5.0,-1.0,2022,,,,,,,,,,RA-34,1
NAO_INFORMADO,Feminino,2019,Rede Decisão,8.965,10.0,9.6,9.4,8.5,9.0,7.1,9.3,10.0,5.0,-1.0,2022,,,,,,,,,,RA-35,1
NAO_INFORMADO,Feminino,2019,Rede Decisão,7.876,9.2,9.0,6.9,6.8,8.5,4.3,7.8,8.944,5.0,-1.0,2022,,,,,,,,,,RA-36,1
NAO_INFORMADO,Feminino,2019,Rede Decisão,4.95,0.0,5.4,5.0,5.9,2.3,5.3,10.0,5.222,5.0,-1.0,2022,,,,,,,,,,RA-37,1
NAO_INFORMADO,Feminino,2017,Rede Decisão,8.523,9.2,8.9,7.5,8.6,9.0,7.0,9.7,9.833,5.0,-1.0,2022,,,,,,,,,,RA-38,1
NAO_INFORMADO,Feminino,2017,Rede Decisão,6.033,0.0,4.8,6.9,6.9,7.7,5.1,7.8,6.111,10.0,0.0,2022,,,,,,,,,,RA-39,0
NAO_INFORMADO,Feminino,2016,Rede Decisão,7.203,7.9,7.8,7.5,6.8,4.7,7.3,8.4,7.75,5.0,-1.0,2022,,,,,,,,,,RA-40,1
NAO_INFORMADO,Masculino,2018,Escola Pública,5.581,9.2,6.1,5.0,5.6,6.3,2.5,8.0,4.375,5.0,-2.0,2022,,,,,,,,,,RA-41,1
NAO_INFORMADO,Masculino,2019,Rede Decisão,6.72,8.3,7.9,5.6,4.8,3.7,4.5,6.2,6.083,10.0,0.0,2022,,,,,,,,,,RA-42,0
NAO_INFORMADO,Feminino,2019,Escola Pública,5.486,6.3,6.5,5.6,4.3,4.0,5.8,3.2,5.958,5.0,-1.0,2022,,,,,,,,,,RA-43,1
NAO_INFORMADO,Feminino,2021,Escola Pública,5.542,5.0,5.9,7.5,3.0,2.3,3.5,3.2,7.292,5.0,-2.0,2022,,,,,,,,,,RA-44,1
NAO_INFORMADO,Feminino,2019,Rede Decisão,7.591,7.9,8.9,5.6,6.8,6.3,5.2,8.8,7.417,10.0,0.0,2022,,,,,,,,,,RA-45,0
NAO_INFORMADO,Feminino,2022,Escola Pública,6.048,8.8,8.4,6.3,2.1,2.8,2.8,0.7,7.083,5.0,-2.0,2022,,,,,,,,,,RA-46,1
NAO_INFORMADO,Feminino,2022,Escola Pública,5.677,7.9,6.3,7.5,2.1,2.5,2.2,1.5,7.042,5.0,-2.0,2022,,,,,,,,,,RA-47,1
NAO_INFORMADO,Feminino,2017,Rede Decisão,8.006,6.7,8.4,7.5,8.1,6.7,8.0,9.5,8.5,10.0,0.0,2022,,,,,,,,,,RA-48,0
NAO_INFORMADO,Feminino,2022,Escola Pública,6.304,7.5,7.4,7.5,3.9,1.5,4.2,6.2,7.042,5.0,-2.0,2022,,,,,,,,,,RA-49,1
NAO_INFORMADO,Feminino,2022,Escola Pública,7.138,7.5,8.4,7.5,7.8,6.5,7.3,9.7,7.542,2.5,-3.0,2022,,,,,,,,,,RA-50,1
NAO_INFORMADO,Feminino,2022,Escola Pública,6.488,8.8,7.6,7.5,5.0,4.5,4.5,6.0,6.5,5.0,-2.0,2022,,,,,,,,,,RA-51,1
NAO_INFORMADO,Masculino,2018,Rede Decisão,7.861,9.6,8.9,7.5,6.2,3.3,6.3,8.8,7.5,10.0,2.0,2022,,,,,,,,,,RA-52,0
NAO_INFORMADO,Masculino,2022,Escola Pública,6.725,9.2,7.0,7.5,7.0,6.0,8.0,,6.458,5.0,-2.0,2022,,,,,,,,,,RA-53,1
NAO_INFORMADO,Feminino,2022,Escola Pública,6.058,7.9,6.9,7.5,4.8,3.0,6.5,,6.125,5.0,-1.0,2022,,,,,,,,,,RA-54,1
NAO_INFORMADO,Feminino,2017,Escola Pública,6.576,7.1,7.6,5.6,7.5,6.7,7.8,7.9,6.5,5.0,-1.0,2022,,,,,,,,,,RA-55,1
NAO_INFORMADO,Feminino,2019,Rede Decisão,8.404,10.0,10.0,7.5,7.0,4.5,6.5,10.0,8.25,10.0,0.0,2022,,,,,,,,,,RA-56,0
NAO_INFORMADO,Masculino,2017,Rede Decisão,7.305,7.1,8.1,5.6,8.4,9.0,7.0,9.3,7.875,5.0,-1.0,2022,,,,,,,,,,RA-57,1
NAO_INFORMADO,Masculino,2017,Rede Decisão,8.136,9.6,9.2,6.3,7.2,4.5,8.0,9.0,8.125,10.0,0.0,2022,,,,,,,,,,RA-58,0
NAO_INFORMADO,Masculino,2022,Escola Pública,7.642,9.2,9.3,7.5,7.2,7.0,5.7,8.8,7.917,5.0,-2.0,2022,,,,,,,,,,RA-59,1
NAO_INFORMADO,Feminino,2021,Escola Pública,5.537,6.7,6.0,7.5,4.9,5.0,6.2,3.5,6.167,2.5,-3.0,2022,,,,,,,,,,RA-60,1
NAO_INFORMADO,Masculino,2021,Escola Pública,7.533,9.2,7.4,7.5,5.8,1.7,6.3,9.3,7.875,10.0,0.0,2022,,,,,,,,,,RA-61,0
NAO_INFORMADO,Masculino,2022,Escola Pública,7.891,8.8,9.4,7.5,9.3,8.5,10.0,,7.25,5.0,-2.0,2022,,,,,,,,,,RA-62,1
NAO_INFORMADO,Masculino,2018,Rede Decisão,8.282,8.3,9.1,8.8,8.7,8.2,8.2,9.7,9.417,5.0,-1.0,2022,,,,,,,,,,RA-63,1
NAO_INFORMADO,Masculino,2019,Escola Pública,7.368,7.1,8.1,8.1,7.5,4.8,8.2,9.4,8.25,5.0,-1.0,2022,,,,,,,,,,RA-64,1
NAO_INFORMADO,Feminino,2022,Escola Pública,7.712,8.3,7.7,7.5,9.3,9.0,9.5,9.5,7.875,5.0,-2.0,2022,,,,,,,,,,RA-65,1
NAO_INFORMADO,Feminino,2022,Escola Pública,5.665,7.5,5.6,7.5,4.5,3.0,6.0,,5.917,5.0,-2.0,2022,,,,,,,,,,RA-66,1
NAO_INFORMADO,Feminino,2019,Escola Pública,5.195,5.8,3.0,7.5,3.6,3.0,4.2,3.5,6.889,5.0,-1.0,2022,,,,,,,,,,RA-67,1
NAO_INFORMADO,Masculino,2019,Escola Pública,6.438,8.3,6.0,7.5,4.0,4.7,4.8,2.7,7.944,5.0,-1.0,2022,,,,,,,,,,RA-68,1
NAO_INFORMADO,Masculino,2018,Escola Pública,5.718,8.3,6.1,7.5,2.5,4.7,2.6,0.3,6.167,5.0,-1.0,2022,,,,,,,,,,RA-69,1
NAO_INFORMADO,Feminino,2017,Escola Pública,5.712,8.8,6.6,5.0,2.9,5.7,2.9,0.2,6.111,5.0,-1.0,2022,,,,,,,,,,RA-70,1
NAO_INFORMADO,Feminino,2019,Escola Pública,4.332,7.9,2.0,7.5,1.2,1.3,2.2,0.0,5.833,5.0,-2.0,2022,,,,,,,,,,RA-71,1
NAO_INFORMADO,Feminino,2022,Escola Pública,7.64,8.3,7.5,7.5,7.8,7.5,7.8,8.0,8.667,5.0,-2.0,2022,,,,,,,,,,RA-72,1
NAO_INFORMADO,Feminino,2022,Escola Pública,5.271,7.1,3.0,7.5,3.3,4.5,3.0,2.3,7.278,5.0,-2.0,2022,,,,,,,,,,RA-73,1
NAO_INFORMADO,Masculino,2022,Escola Pública,4.989,9.6,3.3,7.5,2.0,6.0,0.0,0.0,5.833,5.0,-1.0,2022,,,,,,,,,,RA-74,1
NAO_INFORMADO,Feminino,2022,Escola Pública,3.915,5.4,3.8,6.3,0.0,0.0,0.0,,4.625,5.0,-1.0,2022,,,,,,,,,,RA-75,1
NAO_INFORMADO,Feminino,2017,Rede Decisão,9.105,10.0,9.1,8.1,8.7,9.3,8.3,8.4,9.292,10.0,0.0,2022,,,,,,,,,,RA-76,0
NAO_INFORMADO,Masculino,2019,Escola Pública,3.846,7.1,2.7,5.0,0.7,0.3,1.8,0.0,4.625,5.0,-1.0,2022,,,,,,,,,,RA-77,1
NAO_INFORMADO,Masculino,2018,Rede Decisão,7.04,8.3,6.6,5.6,7.2,8.7,5.7,7.3,8.0,5.0,-2.0,2022,,,,,,,,,,RA-78,1
NAO_INFORMADO,Feminino,2018,Rede Decisão,6.847,5.4,6.3,5.6,8.9,9.5,7.7,9.5,7.292,5.0,-1.0,2022,,,,,,,,,,RA-79,1
NAO_INFORMADO,Feminino,2017,Rede Decisão,7.29,9.2,8.3,5.0,7.1,6.5,7.7,7.3,7.625,5.0,-1.0,2022,,,,,,,,,,RA-80,1
NAO_INFORMADO,Feminino,2017,Rede Decisão,7.675,9.2,9.2,5.0,6.0,5.5,5.2,7.3,7.458,10.0,1.0,2022,,,,,,,,,,RA-81,0
NAO_INFORMADO,Feminino,2022,Escola Pública,6.596,8.8,6.8,7.5,5.5,6.0,5.0,,6.417,5.0,-2.0,2022,,,,,,,,,,RA-82,1
NAO_INFORMADO,Feminino,2022,Escola Pública,6.671,7.9,6.8,7.5,6.8,6.0,7.5,,5.958,5.0,-2.0,2022,,,,,,,,,,RA-83,1
NAO_INFORMADO,Feminino,2018,Rede Decisão,6.682,7.1,8.8,5.0,5.8,5.7,6.5,5.2,6.75,5.0,-2.0,2022,,,,,,,,,,RA-84,1
NAO_INFORMADO,Masculino,2022,Escola Pública,6.243,6.7,7.3,5.0,4.3,5.0,3.5,,5.833,10.0,0.0,2022,,,,,,,,,,RA-85,0
NAO_INFORMADO,Masculino,2016,Rede Decisão,7.566,7.5,9.6,5.6,6.7,6.2,7.2,6.9,8.458,5.0,-1.0,2022,,,,,,,,,,RA-86,1
NAO_INFORMADO,Masculino,2021,Rede Decisão,8.712,8.3,9.6,7.5,8.8,8.3,8.0,10.0,8.5,10.0,0.0,2022,,,,,,,,,,RA-87,0
NAO_INFORMADO,Masculino,2021,Escola Pública,7.498,7.1,9.2,5.6,6.5,6.8,6.2,6.4,9.208,5.0,-2.0,2022,,,,,,,,,,RA-88,1
NAO_INFORMADO,Masculino,2021,Escola Pública,7.323,9.6,7.8,7.5,5.9,7.5,5.7,4.7,8.0,5.0,-1.0,2022,,,,,,,,,,RA-89,1
NAO_INFORMADO,Feminino,2019,Rede Decisão,9.442,10.0,9.7,9.4,8.5,7.7,8.0,9.8,9.75,10.0,2.0,2022,,,,,,,,,,RA-90,0
NAO_INFORMADO,Feminino,2016,Rede Decisão,6.645,9.2,5.7,5.6,6.6,5.5,5.7,8.5,7.125,5.0,-1.0,2022,,,,,,,,,,RA-91,1
NAO_INFORMADO,Feminino,2016,Rede Decisão,6.957,9.2,7.1,5.0,7.4,7.8,5.5,8.8,6.667,5.0,-1.0,2022,,,,,,,,,,RA-92,1
NAO_INFORMADO,Feminino,2016,Rede Decisão,8.941,8.3,9.7,8.1,8.5,8.8,8.3,8.4,9.083,10.0,0.0,2022,,,,,,,,,,RA-93,0
NAO_INFORMADO,Feminino,2018,Rede Decisão,8.921,8.3,9.6,8.1,7.7,7.0,6.7,9.5,9.583,10.0,0.0,2022,,,,,,,,,,RA-94,0
NAO_INFORMADO,Feminino,2022,Escola Pública,6.308,8.3,6.6,7.5,4.8,6.0,8.0,0.5,6.292,5.0,-2.0,2022,,,,,,,,,,RA-95,1
NAO_INFORMADO,Masculino,2021,Escola Pública,7.54,9.2,7.8,6.9,6.7,5.7,6.5,8.0,8.5,5.0,-1.0,2022,,,,,,,,,,RA-96,1
NAO_INFORMADO,Feminino,2017,Rede Decisão,7.468,7.5,8.8,5.0,6.9,5.3,6.7,8.8,6.292,10.0,0.0,2022,,,,,,,,,,RA-97,0
NAO_INFORMADO,Feminino,2017,Rede Decisão,9.354,8.8,10.0,9.4,8.5,8.4,8.2,8.9,9.667,10.0,0.0,2022,,,,,,,,,,RA-98,0
NAO_INFORMADO,Masculino,2019,Escola Pública,6.158,8.8,6.3,7.5,5.0,5.7,3.4,5.8,5.833,5.0,-1.0,2022,,,,,,,,,,RA-99,1
NAO_INFORMADO,Feminino,2019,Rede Decisão,7.618,8.8,7.8,5.0,7.6,7.0,7.8,8.1,7.25,10.0,1.0,2022,,,,,,,,,,RA-100,0
NAO_INFORMADO,Feminino,2021,Escola Pública,7.305,7.9,8.3,7.5,7.6,7.2,6.5,9.2,6.833,5.0,-1.0,2022,,,,,,,,,,RA-101,1
NAO_INFORMADO,Masculino,2019,Escola Pública,6.922,6.7,7.7,6.9,5.7,4.7,6.8,5.5,6.0,10.0,0.0,2022,,,,,,,,,,RA-102,0
NAO_INFORMADO,Feminino,2020,Rede Decisão,8.107,7.9,8.7,7.5,7.3,7.3,7.3,7.3,7.708,10.0,1.0,2022,,,,,,,,,,RA-103,0
NAO_INFORMADO,Masculino,2022,Escola Pública,6.315,7.9,8.7,7.5,3.7,4.8,5.8,0.3,6.708,2.5,-4.0,2022,,,,,,,,,,RA-104,1
NAO_INFORMADO,Masculino,2016,Rede Decisão,6.846,7.9,8.2,5.6,6.7,7.2,6.2,6.8,7.417,2.5,-3.0,2022,,,,,,,,,,RA-105,1
NAO_INFORMADO,Feminino,2016,Rede Decisão,7.973,9.2,8.0,9.4,7.4,7.8,7.2,7.2,8.375,5.0,-1.0,2022,,,,,,,,,,RA-106,1
NAO_INFORMADO,Feminino,2018,Escola Pública,6.258,7.5,6.4,7.5,4.6,3.3,4.3,6.0,6.5,5.0,-1.0,2022,,,,,,,,,,RA-107,1
NAO_INFORMADO,Feminino,2019,Escola Pública,5.547,4.6,7.7,5.0,5.0,3.0,5.8,6.2,6.125,2.5,-3.0,2022,,,,,,,,,,RA-108,1
NAO_INFORMADO,Masculino,2021,Rede Decisão,8.512,8.8,10.0,8.8,8.4,7.8,7.5,9.9,8.667,5.0,-2.0,2022,,,,,,,,,,RA-109,1
NAO_INFORMADO,Masculino,2017,Rede Decisão,8.15,9.2,9.7,5.6,6.7,8.3,5.7,6.0,8.0,10.0,0.0,2022,,,,,,,,,,RA-110,0
NAO_INFORMADO,Feminino,2020,Rede Decisão,8.646,7.5,9.4,8.1,8.0,6.7,7.5,9.7,8.667,10.0,1.0,2022,,,,,,,,,,RA-111,0
NAO_INFORMADO,Feminino,2016,Rede Decisão,7.836,7.9,7.8,6.3,8.5,9.0,7.5,9.1,8.833,5.0,-1.0,2022,,,,,,,,,,RA-112,1
NAO_INFORMADO,Feminino,2017,Rede Decisão,3.032,0.0,0.0,5.0,3.7,3.3,5.5,2.3,3.792,5.0,-1.0,2022,,,,,,,,,,RA-113,1
NAO_INFORMADO,Masculino,2022,Escola Pública,5.894,7.9,6.3,7.5,5.3,6.0,4.5,,5.0,5.0,-2.0,2022,,,,,,,,,,RA-114,1
NAO_INFORMADO,Feminino,2019,Escola Pública,5.886,8.3,6.8,6.3,3.8,3.0,5.7,2.7,5.583,5.0,-2.0,2022,,,,,,,,,,RA-115,1
NAO_INFORMADO,Feminino,2019,Escola Pública,6.854,5.8,8.1,6.3,5.9,5.0,7.2,5.5,7.792,5.0,-2.0,2022,,,,,,,,,,RA-116,1
NAO_INFORMADO,Feminino,2022,Escola Pública,6.685,7.9,6.3,6.9,6.1,4.7,6.7,7.0,7.417,5.0,-1.0,2022,,,,,,,,,,RA-117,1
NAO_INFORMADO,Feminino,2021,Escola Pública,5.597,0.0,5.3,6.3,3.9,3.7,4.7,3.5,6.958,10.0,0.0,2022,,,,,,,,,,RA-118,0
NAO_INFORMADO,Feminino,2016,Rede Decisão,7.501,8.3,8.2,5.6,5.4,5.7,7.0,3.4,7.875,10.0,0.0,2022,,,,,,,,,,RA-119,0
NAO_INFORMADO,Masculino,2019,Escola Pública,6.825,8.3,5.9,7.5,6.2,3.7,5.2,9.7,7.667,5.0,-1.0,2022,,,,,,,,,,RA-120,1
NAO_INFORMADO,Feminino,2021,Escola Pública,7.245,7.1,8.4,6.3,7.2,5.7,6.8,9.0,7.625,5.0,-2.0,2022,,,,,,,,,,RA-121,1
NAO_INFORMADO,Feminino,2019,Escola Pública,5.061,7.9,3.4,7.5,1.8,1.7,3.7,0.0,4.958,10.0,0.0,2022,,,,,,,,,,RA-122,0
NAO_INFORMADO,Masculino,2017,Rede Decisão,7.084,7.9,8.6,5.6,6.5,7.3,6.3,5.9,7.292,5.0,-2.0,2022,,,,,,,,,,RA-123,1
NAO_INFORMADO,Masculino,2016,Rede Decisão,7.388,7.9,7.8,5.0,6.7,5.7,7.0,7.5,7.167,10.0,0.0,2022,,,,,,,,,,RA-124,0
NAO_INFORMADO,Feminino,2022,Escola Pública,7.619,8.8,8.5,7.5,7.1,5.0,7.2,9.2,7.75,5.0,-1.0,2022,,,,,,,,,,RA-125,1
NAO_INFORMADO,Masculino,2018,Escola Pública,6.289,7.1,5.8,7.5,4.4,4.0,5.0,4.2,7.417,5.0,-1.0,2022,,,,,,,,,,RA-126,1
NAO_INFORMADO,Feminino,2022,Escola Pública,8.283,7.5,8.7,7.5,7.9,7.7,7.7,8.3,8.125,10.0,0.0,2022,,,,,,,,,,RA-127,0
NAO_INFORMADO,Masculino,2019,Escola Pública,5.563,0.0,6.2,7.5,5.6,6.7,6.8,3.2,6.167,5.0,-1.0,2022,,,,,,,,,,RA-128,1
NAO_INFORMADO,Masculino,2019,Escola Pública,6.926,6.7,6.4,7.5,6.7,6.0,5.3,8.7,7.792,5.0,-1.0,2022,,,,,,,,,,RA-129,1
NAO_INFORMADO,Feminino,2018,Escola Pública,5.624,8.3,4.7,5.0,4.1,3.7,5.2,3.5,6.5,5.0,-2.0,2022,,,,,,,,,,RA-130,1
NAO_INFORMADO,Feminino,2016,Escola Pública,7.174,8.8,9.0,5.6,5.6,6.0,6.5,4.2,7.75,5.0,-1.0,2022,,,,,,,,,,RA-131,1
NAO_INFORMADO,Feminino,2019,Rede Decisão,8.355,10.0,8.8,5.6,7.7,6.5,7.5,9.1,8.458,10.0,0.0,2022,,,,,,,,,,RA-132,0
NAO_INFORMADO,Feminino,2016,Escola Pública,6.875,7.9,7.1,7.5,5.6,4.7,7.2,5.0,7.625,5.0,-1.0,2022,,,,,,,,,,RA-133,1
NAO_INFORMADO,Feminino,2021,Escola Pública,6.607,8.8,6.8,7.5,4.7,4.7,6.8,2.5,7.375,5.0,-1.0,2022,,,,,,,,,,RA-134,1
NAO_INFORMADO,Feminino,2019,Escola Pública,7.692,8.3,7.8,5.6,8.6,8.0,8.2,9.5,8.583,5.0,-1.0,2022,,,,,,,,,,RA-135,1
NAO_INFORMADO,Masculino,2019,Escola Pública,6.478,10.0,6.3,7.5,4.6,5.3,5.7,2.8,6.667,5.0,-1.0,2022,,,,,,,,,,RA-136,1
NAO_INFORMADO,Feminino,2016,Rede Decisão,7.056,7.5,8.9,5.0,7.3,6.0,7.3,8.5,7.792,2.5,-3.0,2022,,,,,,,,,,RA-137,1
NAO_INFORMADO,Masculino,2016,Escola Pública,6.738,9.6,8.0,5.6,5.6,5.0,6.5,5.2,6.375,5.0,-1.0,2022,,,,,,,,,,RA-138,1
NAO_INFORMADO,Masculino,2019,Escola Pública,3.738,7.1,3.5,5.0,1.4,1.7,2.7,0.0,3.917,2.5,-3.0,2022,,,,,,,,,,RA-139,1
NAO_INFORMADO,Feminino,2021,Escola Pública,7.407,7.9,7.6,6.9,5.7,5.0,6.5,5.6,7.667,10.0,0.0,2022,,,,,,,,,,RA-140,0
NAO_INFORMADO,Masculino,2017,Escola Pública,7.118,9.2,8.2,5.6,5.7,5.8,6.2,5.0,5.917,10.0,0.0,2022,,,,,,,,,,RA-141,0
NAO_INFORMADO,Feminino,2021,Escola Pública,7.457,6.7,8.6,5.6,6.3,6.0,6.8,6.0,7.583,10.0,0.0,2022,,,,,,,,,,RA-142,0
NAO_INFORMADO,Masculino,2019,Rede Decisão,8.638,8.3,9.9,5.6,7.9,9.7,7.7,6.4,9.5,10.0,1.0,2022,,,,,,,,,,RA-143,0
NAO_INFORMADO,Feminino,2017,Rede Decisão,8.181,7.5,9.3,5.0,7.9,7.5,7.2,9.0,8.292,10.0,0.0,2022,,,,,,,,,,RA-144,0
NAO_INFORMADO,Masculino,2017,Escola Pública,5.846,0.0,6.3,8.1,5.2,3.0,4.8,7.8,7.25,5.0,-2.0,2022,,,,,,,,,,RA-145,1
NAO_INFORMADO,Feminino,2022,Escola Pública,7.947,8.3,9.2,7.5,7.9,6.3,7.3,10.0,8.208,5.0,-1.0,2022,,,,,,,,,,RA-146,1
NAO_INFORMADO,Feminino,2022,Escola Pública,7.541,8.3,7.7,7.5,6.1,5.8,4.8,7.7,7.25,10.0,0.0,2022,,,,,,,,,,RA-147,0
NAO_INFORMADO,Masculino,2022,Escola Pública,7.894,9.2,7.9,10.0,5.3,4.7,6.3,5.0,7.708,10.0,0.0,2022,,,,,,,,,,RA-148,0
NAO_INFORMADO,Feminino,2022,Escola Pública,6.323,9.2,6.5,7.5,5.0,4.0,6.0,,6.125,5.0,-1.0,2022,,,,,,,,,,RA-149,1
NAO_INFORMADO,Feminino,2020,Escola Pública,6.962,9.6,6.3,6.9,6.9,5.3,6.7,8.6,7.333,5.0,-2.0,2022,,,,,,,,,,RA-150,1
NAO_INFORMADO,Feminino,2020,Escola Pública,7.563,8.8,7.5,6.9,8.3,7.3,8.0,9.5,7.958,5.0,-2.0,2022,,,,,,,,,,RA-151,1
NAO_INFORMADO,Feminino,2022,Escola Pública,6.712,8.3,7.0,7.5,6.5,4.0,7.0,8.5,6.292,5.0,-2.0,2022,,,,,,,,,,RA-152,1
NAO_INFORMADO,Feminino,2018,Rede Decisão,7.535,7.9,8.2,5.0,6.6,3.3,7.7,8.8,7.708,10.0,0.0,2022,,,,,,,,,,RA-153,0
NAO_INFORMADO,Masculino,2017,Escola Pública,6.073,8.3,6.1,6.3,4.0,3.7,6.2,2.1,6.833,5.0,-1.0,2022,,,,,,,,,,RA-154,1
