fase,gnero,anoingresso,instituiodeensino,inde22,iaa,ieg,ips,ida,matem,portug,ingls,ipv,ian,defas,ano,inde23,ipp,mat,por,ing,defasagem,escola,ativoinativo,ativoinativo1,aluno_id,risco_defasagem,ida_ieg_interaction,ipp_ips_interaction,ida_ieg_ratio,mean_indicators,ida_lag1,ieg_lag1,ips_lag1,ida_delta,ieg_delta,gnero_encoded,fase_encoded
4C,Feminino,2021,Pública,6.940909599240267,8.751,7.728174603333334,6.26,4.5,,,,7.723333333,5.0,,2024,7.539875,7.65625,6.5,7.0,0.0,-1.0,EE Mario Francisco de Amorim,Cursando,Cursando,RA-342,1,34.776785715,47.928125,0.5822096447477458,7.103126322722222,6.6,8.6,7.52,-2.0999999999999996,-0.871825396666666,0,45
NAO_INFORMADO,Masculino,2020,Escola Pública,6.9,9.5,7.4,7.5,5.9,4.2,7.7,,7.167,5.0,-2.0,2022,,,,,,,,,,RA-343,1,43.660000000000004,,0.7971895689771652,7.493399999999999,,,,,,1,79
FASE 3,Masculino,2020,Pública,6.9,9.2,7.2,6.26,5.7,,,,6.9225,5.0,,2023,,7.65625,4.5,6.7,6.0,-2.0,,,,RA-343,1,41.04,47.928125,0.7915567282321899,7.156458333333333,5.9,7.4,7.5,-0.20000000000000018,-0.20000000000000018,1,73
NAO_INFORMADO,Masculino,2019,Escola Pública,7.263,8.5,8.3,7.5,4.5,2.3,6.7,,7.5,10.0,0.0,2022,,,,,,,,,,RA-344,0,37.35,,0.5421033610408384,7.26,,,,,,1,79
NAO_INFORMADO,Masculino,2021,Escola Pública,5.75,9.5,5.4,5.6,3.6,1.3,5.8,,6.667,5.0,-1.0,2022,,,,,,,,,,RA-345,1,19.44,,0.6665432327346787,6.1534,,,,,,1,79
FASE 3,Masculino,2021,Pública,5.75,8.8,6.8,6.26,4.6,,,,7.1725,5.0,,2023,,8.125,5.7,5.7,2.5,-1.0,,,,RA-345,1,31.279999999999998,50.8625,0.6763711218938391,6.959583333333332,3.6,5.4,5.6,0.9999999999999996,1.3999999999999995,1,73
NAO_INFORMADO,Masculino,2022,Escola Pública,8.143,10.0,9.1,7.5,7.0,6.0,8.0,,7.889,10.0,0.0,2022,,,,,,,,,,RA-346,0,63.699999999999996,,0.7691462476650919,8.2978,,,,,,1,79
FASE 3,Masculino,2022,Pública,8.143,0.0,9.4,8.14,6.2,,,,7.84,10.0,,2023,,7.96875,6.7,5.5,6.5,1.0,,,,RA-346,0,58.28,64.86562500000001,0.6595043080523348,6.591458333333333,7.0,9.1,7.5,-0.7999999999999998,0.3000000000000007,1,73
3A,Masculino,2022,Pública,8.143057777777779,10.002,9.149206349333332,2.51,6.166666666666667,,,,8.2525,10.0,,2024,7.305541667,7.96875,6.0,4.5,8.0,0.0,Rede Decisão - Unidade União,Cursando,Cursando,RA-346,0,56.42010582088888,20.0015625,0.6739374426365762,7.341520502666666,6.2,9.4,8.14,-0.033333333333333215,-0.2507936506666688,1,28
NAO_INFORMADO,Feminino,2019,Escola Pública,7.908,9.0,10.0,5.6,8.5,8.5,8.5,,8.0,5.0,-1.0,2022,,,,,,,,,,RA-347,1,85.0,,0.8499150084991501,8.22,,,,,,0,79
FASE 3,Feminino,2019,Pública,7.908,6.7,9.5,2.52,7.3,,,,7.7925,10.0,,2023,,7.8125,6.7,6.2,9.0,0.0,,,,RA-347,0,69.35,19.6875,0.7683401747184507,6.9375,8.5,10.0,5.6,-1.2000000000000002,-0.5,0,73
4A,Feminino,2021,Pública,7.908336,8.751,9.673046252,6.885,7.666666666666667,,,,7.766,10.0,,2024,7.61835,8.0,6.5,7.5,9.0,1.0,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-347,0,74.16002126533334,55.08,0.7924984506955061,8.123618819777777,7.3,9.5,2.52,0.36666666666666714,0.17304625200000068,0,43
NAO_INFORMADO,Masculino,2022,Escola Pública,5.864,9.0,8.7,7.5,1.8,0.5,3.0,,5.833,5.0,-1.0,2022,,,,,,,,,,RA-348,1,15.659999999999998,,0.2068727732444547,6.566599999999999,,,,,,1,79
FASE 2,Masculino,2022,Pública,5.864,10.0,8.7,2.52,4.4,,,,8.0075,5.0,,2023,,8.541666667,2.0,6.7,,-1.0,,,,RA-348,1,38.28,21.52500000084,0.5056890012642227,7.0281944444999995,1.8,8.7,7.5,2.6000000000000005,0.0,1,72
NAO_INFORMADO,Masculino,2021,Escola Pública,5.658,9.5,7.7,7.5,3.7,2.2,5.2,,3.944,5.0,-1.0,2022,,,,,,,,,,RA-349,1,28.490000000000002,,0.4804570834956499,6.4688,,,,,,1,79
NAO_INFORMADO,Feminino,2019,Rede Decisão,8.965,10.0,9.6,9.4,8.5,9.0,7.1,9.3,10.0,5.0,-1.0,2022,,,,,,,,,,RA-35,1,81.6,,0.885324445370274,9.5,,,,,,0,79
FASE 8,Feminino,2019,Privada *Parcerias com Bolsa 100%,8.965,,,,,,,,,10.0,,2023,,,,,,0.0,,,,RA-35,0,,,,,8.5,9.6,9.4,,,0,78
8E,Feminino,2021,Privada *Parcerias com Bolsa 100%,8.96534820289855,,0.0,,,,,,,10.0,,2024,,,,,,0.0,ESPM,Cursando,Cursando,RA-35,0,,,,0.0,,,,,,0,68
NAO_INFORMADO,Feminino,2022,Escola Pública,8.206,10.0,8.8,7.5,6.5,7.0,6.0,,8.611,10.0,0.0,2022,,,,,,,,,,RA-350,0,57.2,,0.7385524372230429,8.2822,,,,,,0,79
FASE 2,Feminino,2022,Pública,8.206,10.0,9.7,2.52,9.0,,,,7.92,5.0,,2023,,8.958333333,8.8,9.2,,-1.0,,,,RA-350,1,87.3,22.574999999160003,0.9277394083084219,8.016388888833333,6.5,8.8,7.5,2.5,0.8999999999999986,0,72
NAO_INFORMADO,Masculino,2022,Escola Pública,6.622,9.0,7.2,7.5,4.0,3.2,4.8,,8.111,5.0,-2.0,2022,,,,,,,,,,RA-351,1,28.8,,0.5554784057769754,7.1622,,,,,,1,79
NAO_INFORMADO,Masculino,2019,Escola Pública,7.834,9.0,8.1,5.6,7.0,7.3,6.7,,8.389,10.0,0.0,2022,,,,,,,,,,RA-352,0,56.699999999999996,,0.8640908529811135,7.6178,,,,,,1,79
FASE 3,Masculino,2019,Pública,7.834,9.2,8.1,6.26,7.2,,,,7.17,10.0,,2023,,7.96875,8.2,6.0,7.5,0.0,,,,RA-352,0,58.32,49.884375,0.8887791630662882,7.649791666666668,7.0,8.1,5.6,0.20000000000000018,0.0,1,73
4B,Masculino,2021,Pública,7.834006201914523,8.334,4.453748006333333,6.26,3.1666666666666665,,,,6.7925,10.0,,2024,7.840341667,6.375,2.0,5.5,2.0,1.0,EE Loris Nassif Mattar Profa,Cursando,Cursando,RA-352,0,14.103535353388887,39.9075,0.7108520307242079,5.896985778833333,7.2,8.1,6.26,-4.033333333333333,-3.6462519936666666,1,44
NAO_INFORMADO,Feminino,2022,Escola Pública,8.264,7.0,10.0,7.5,7.5,8.0,7.0,,8.444,10.0,0.0,2022,,,,,,,,,,RA-353,0,75.0,,0.7499250074992501,8.0888,,,,,,0,79
FASE 3,Feminino,2022,Pública,8.264,8.8,9.9,2.52,8.4,,,,8.67,10.0,,2023,,7.8125,8.5,7.3,9.5,0.0,,,,RA-353,0,83.16000000000001,19.6875,0.8483991516008484,7.683750000000001,7.5,10.0,7.5,0.9000000000000004,-0.09999999999999964,0,73
NAO_INFORMADO,Feminino,2018,Escola Pública,5.858,8.5,4.3,7.5,4.5,2.8,6.2,,7.333,5.0,-1.0,2022,,,,,,,,,,RA-354,1,19.349999999999998,,1.0462683096954197,6.4266000000000005,,,,,,0,79
NAO_INFORMADO,Feminino,2018,Escola Pública,5.379,5.8,5.0,7.5,4.5,5.5,3.5,,6.056,5.0,-1.0,2022,,,,,,,,,,RA-355,1,22.5,,0.8998200359928014,5.7712,,,,,,0,79
NAO_INFORMADO,Masculino,2019,Escola Pública,6.69,10.0,8.4,5.0,4.6,5.3,3.8,,8.278,5.0,-1.0,2022,,,,,,,,,,RA-356,1,38.64,,0.5475538626354005,7.255599999999999,,,,,,1,79
FASE 3,Masculino,2019,Pública,6.69,9.2,8.5,2.52,3.4,,,,6.5025,10.0,,2023,,6.09375,4.3,4.5,1.3,0.0,,,,RA-356,0,28.9,15.35625,0.39995294671215154,6.036041666666667,4.6,8.4,5.0,-1.1999999999999997,0.09999999999999964,1,73
4B,Masculino,2021,Pública,6.689521871961853,8.334,6.656346749333334,5.635,5.333333333333333,,,,6.5375,10.0,,2024,6.452008333,5.25,1.0,7.0,8.0,1.0,EE Alexandre Rodrigues Nogueira,Cursando,Cursando,RA-356,0,35.50051599644445,29.58375,0.8011199557642709,6.291030013777777,3.4,8.5,2.52,1.9333333333333331,-1.8436532506666659,1,44
NAO_INFORMADO,Masculino,2022,Escola Pública,7.836,8.0,9.6,7.5,8.5,10.0,7.0,,7.778,5.0,-1.0,2022,,,,,,,,,,RA-357,1,81.6,,0.885324445370274,8.2756,,,,,,1,79
FASE 2,Masculino,2022,Pública,7.836,8.5,9.6,7.52,8.7,,,,8.23,5.0,,2023,,8.75,8.7,8.7,,-1.0,,,,RA-357,1,83.52,65.8,0.906155608790751,8.549999999999999,8.5,9.6,7.5,0.1999999999999993,0.0,1,72
3I,Masculino,2022,Pública,7.835649925925926,8.751,9.028180354333331,8.135,7.666666666666667,,,,7.0825,5.0,,2024,8.2832,7.875,8.5,7.0,7.5,-1.0,EE Joaquim Mendes Feliz,Cursando,Cursando,RA-357,1,69.21604938322221,64.063125,0.8490988512581035,8.0897245035,8.7,9.6,7.52,-1.0333333333333323,-0.5718196456666682,1,35
NAO_INFORMADO,Masculino,2022,Escola Pública,5.412,7.5,6.5,7.5,0.0,0.0,0.0,,7.556,5.0,-1.0,2022,,,,,,,,,,RA-358,1,0.0,,0.0,5.8112,,,,,,1,79
NAO_INFORMADO,Feminino,2019,Escola Pública,6.606,9.0,7.0,7.5,4.6,3.3,5.8,,7.5,5.0,-1.0,2022,,,,,,,,,,RA-359,1,32.199999999999996,,0.6570489930009997,7.12,,,,,,0,79
FASE 3,Feminino,2019,Pública,6.606,9.6,9.2,2.52,5.8,,,,8.255,10.0,,2023,,7.65625,6.0,6.7,4.7,0.0,,,,RA-359,0,53.35999999999999,19.29375,0.6303662645364635,7.171875,4.6,7.0,7.5,1.2000000000000002,2.1999999999999993,0,73
4C,Feminino,2021,Pública,6.605761359666916,9.168,7.162698412666667,6.26,5.5,,,,8.333333333,10.0,,2024,7.627125,7.5,4.0,4.5,8.0,1.0,EE Joaquim Mendes Feliz,Cursando,Cursando,RA-359,0,39.39484126966667,46.949999999999996,0.7677598473820508,7.320671957611111,5.8,9.2,2.52,-0.2999999999999998,-2.0373015873333324,0,45
NAO_INFORMADO,Feminino,2019,Rede Decisão,7.876,9.2,9.0,6.9,6.8,8.5,4.3,7.8,8.944,5.0,-1.0,2022,,,,,,,,,,RA-36,1,61.199999999999996,,0.7554716142650817,8.168800000000001,,,,,,0,79
FASE 8,Feminino,2019,Privada *Parcerias com Bolsa 100%,7.876,,,,,,,,,10.0,,2023,,,,,,0.0,,,,RA-36,0,,,,,6.8,9.0,6.9,,,0,78
8E,Feminino,2021,Privada *Parcerias com Bolsa 100%,7.875768381520724,,0.0,,,,,,,10.0,,2024,,,,,,0.0,Universidade Santo Amaro (UNISA),Cursando,Cursando,RA-36,0,,,,0.0,,,,,,0,68
NAO_INFORMADO,Feminino,2019,Escola Pública,7.075,9.5,8.5,7.5,5.2,4.7,5.7,,7.5,5.0,-1.0,2022,,,,,,,,,,RA-360,1,44.2,,0.6116927420303494,7.640000000000001,,,,,,0,79
FASE 3,Feminino,2019,Pública,7.075,0.0,7.3,2.52,4.3,,,,7.4225,10.0,,2023,,7.34375,5.3,4.8,2.8,0.0,,,,RA-360,0,31.389999999999997,18.50625,0.5889604163813176,4.814374999999999,5.2,8.5,7.5,-0.9000000000000004,-1.2000000000000002,0,73
3C,Feminino,2021,Pública,7.075193052489235,8.334,5.618045113,5.0,5.833333333333333,,,,6.993333333,5.0,,2024,5.790875,7.708333333,4.0,6.0,7.5,-1.0,EE Paschoal Carlos Magno,Cursando,Cursando,RA-360,1,32.77192982583333,38.541666665,1.0381360562202222,6.581174185388889,4.3,7.3,2.52,1.5333333333333332,-1.6819548869999998,0,30
NAO_INFORMADO,Feminino,2022,Escola Pública,6.731,7.9,9.2,6.3,5.0,4.0,6.0,,6.778,5.0,-1.0,2022,,,,,,,,,,RA-361,1,46.0,,0.5434191935659168,7.0356,,,,,,0,79
NAO_INFORMADO,Feminino,2018,Escola Pública,7.413,8.5,7.9,7.5,7.9,6.5,9.3,,7.5,5.0,-1.0,2022,,,,,,,,,,RA-362,1,62.410000000000004,,0.9998734337425642,7.859999999999999,,,,,,0,79
FASE 3,Feminino,2018,Pública,7.413,0.0,7.5,7.52,5.1,,,,7.0875,10.0,,2023,,7.03125,5.7,6.8,2.8,0.0,,,,RA-362,0,38.25,52.875,0.6799093454206105,5.706458333333333,7.9,7.9,7.5,-2.8000000000000007,-0.40000000000000036,0,73
NAO_INFORMADO,Masculino,2022,Escola Pública,6.644,10.0,10.0,6.9,2.0,1.0,3.0,,7.056,5.0,-1.0,2022,,,,,,,,,,RA-363,1,20.0,,0.19998000199980004,7.191199999999999,,,,,,1,79
FASE 2,Masculino,2022,Pública,6.644,0.0,9.9,2.52,6.8,,,,8.673333333,5.0,,2023,,8.541666667,6.8,6.8,,-1.0,,,,RA-363,1,67.32000000000001,21.52500000084,0.6867993132006868,6.072500000000001,2.0,10.0,6.9,4.8,-0.09999999999999964,1,72
3D,Masculino,2022,Privada,6.644446000000001,9.585,9.523809524,5.625,5.333333333333333,,,,6.955,10.0,,2024,6.680833333,7.34375,4.0,3.5,8.5,0.0,Colégio Nogueira e Sonho de Criança,Cursando,Cursando,RA-363,0,50.79365079466667,41.30859375,0.5599412061621541,7.394315476222222,6.8,9.9,2.52,-1.4666666666666668,-0.37619047599999966,1,31
NAO_INFORMADO,Masculino,2019,Escola Pública,8.75,9.5,10.0,7.5,8.8,9.5,8.0,,8.167,10.0,0.0,2022,,,,,,,,,,RA-364,0,88.0,,0.8799120087991202,8.7934,,,,,,1,79
FASE 3,Masculino,2019,Pública,8.75,8.8,9.0,6.89,5.8,,,,7.505,10.0,,2023,,7.03125,8.0,5.2,4.3,0.0,,,,RA-364,0,52.199999999999996,48.4453125,0.6443728474613932,7.5043750000000005,8.8,10.0,7.5,-3.000000000000001,-1.0,1,73
3G,Masculino,2021,Pública,8.750002666666667,8.751,9.526143791,7.51,7.5,,,,7.2075,10.0,,2024,7.734891667,7.96875,8.0,5.0,9.5,0.0,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-364,0,71.4460784325,59.8453125,0.7872243942707172,8.0772322985,5.8,9.0,6.89,1.7000000000000002,0.5261437910000009,1,33
NAO_INFORMADO,Feminino,2022,Escola Pública,8.063,8.0,10.0,5.0,7.8,6.0,9.5,,7.833,10.0,0.0,2022,,,,,,,,,,RA-365,0,78.0,,0.77992200779922,7.7266,,,,,,0,79
FASE 2,Feminino,2022,Pública,8.063,10.0,9.9,2.52,8.7,,,,8.953333333,10.0,,2023,,8.958333333,8.2,9.2,,0.0,,,,RA-365,0,86.13,22.574999999160003,0.8786991213008787,8.171944444333334,7.8,10.0,5.0,0.8999999999999995,-0.09999999999999964,0,72
3H,Feminino,2022,Pública,8.062502666666667,9.585,10.0,7.51,6.666666666666667,,,,8.202,10.0,,2024,8.6587,8.4375,8.0,7.0,5.0,1.0,EE Loris Nassif Mattar Profa,Cursando,Cursando,RA-365,0,66.66666666666667,63.365625,0.6666000066660002,8.400194444444445,8.7,9.9,2.52,-2.0333333333333323,0.09999999999999964,0,34
NAO_INFORMADO,Masculino,2022,Escola Pública,7.181,9.5,9.4,7.5,5.5,6.0,5.0,,6.833,5.0,-1.0,2022,,,,,,,,,,RA-366,1,51.7,,0.5850441442399745,7.746599999999999,,,,,,1,79
NAO_INFORMADO,Feminino,2018,Escola Pública,6.95,8.5,7.4,6.3,6.7,5.2,8.2,,7.5,5.0,-1.0,2022,,,,,,,,,,RA-367,1,49.580000000000005,,0.9052830698554248,7.280000000000001,,,,,,0,79
FASE 3,Feminino,2018,Pública,6.95,8.8,8.7,2.52,5.9,,,,7.7925,10.0,,2023,,7.8125,7.0,5.5,5.2,0.0,,,,RA-367,0,51.33,19.6875,0.6780829789679349,6.920833333333334,6.7,7.4,6.3,-0.7999999999999998,1.299999999999999,0,73
4B,Feminino,2021,Pública,6.950124578570855,9.168,7.268170426,6.26,5.0,,,,7.6275,10.0,,2024,7.38685,6.875,2.0,5.5,7.5,1.0,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-367,0,36.34085213,43.0375,0.6878363976880021,7.033111737666666,5.9,8.7,2.52,-0.9000000000000004,-1.431829573999999,0,44
NAO_INFORMADO,Masculino,2018,Rede Decisão,6.969,8.0,7.9,5.0,7.3,5.5,9.0,,7.5,5.0,-1.0,2022,,,,,,,,,,RA-368,1,57.67,,0.9239336792811036,7.140000000000001,,,,,,1,79
FASE 3,Masculino,2018,Pública,6.969,0.0,7.7,2.52,6.7,,,,7.34,5.0,,2023,,7.03125,5.0,7.2,7.8,-1.0,,,,RA-368,1,51.59,17.71875,0.8700168809245552,5.215208333333334,7.3,7.9,5.0,-0.5999999999999996,-0.20000000000000018,1,73
3G,Masculino,2021,Pública,6.969181527369182,7.917,6.166666666666667,7.51,7.0,,,,6.7025,5.0,,2024,5.796458333,7.65625,4.5,7.0,9.5,-1.0,EE João Ortiz Rodrigues,Cursando,Cursando,RA-368,1,43.16666666666667,57.4984375,1.1349510890125925,7.158736111111112,6.7,7.7,2.52,0.2999999999999998,-1.5333333333333332,1,33
NAO_INFORMADO,Masculino,2022,Escola Pública,6.973,9.0,6.9,7.5,4.8,4.0,5.5,,6.889,10.0,0.0,2022,,,,,,,,,,RA-369,0,33.12,,0.6955513693667583,7.017799999999999,,,,,,1,79
FASE 2,Masculino,2022,Pública,6.973,10.0,4.1,5.0,4.0,,,,7.726666667,5.0,,2023,,8.541666667,5.0,3.0,,-1.0,,,,RA-369,1,16.4,42.708333335,0.9753718605218239,6.561388889,4.8,6.9,7.5,-0.7999999999999998,-2.8000000000000007,1,72
3H,Masculino,2022,Pública,6.973149037037037,8.751,4.908119658333334,7.51,1.6666666666666667,,,,5.428,10.0,,2024,6.0197,6.40625,0.0,0.0,5.0,0.0,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-369,0,8.180199430555557,48.1109375,0.3395041845919288,5.7783393875,4.0,4.1,5.0,-2.333333333333333,0.8081196583333341,1,34
NAO_INFORMADO,Feminino,2019,Rede Decisão,4.95,0.0,5.4,5.0,5.9,2.3,5.3,10.0,5.222,5.0,-1.0,2022,,,,,,,,,,RA-37,1,31.860000000000003,,1.0923902980929456,4.3044,,,,,,0,79
NAO_INFORMADO,Feminino,2018,Rede Decisão,7.066,8.5,8.2,5.0,7.2,5.2,9.2,,7.611,5.0,-1.0,2022,,,,,,,,,,RA-370,1,59.04,,0.8779417144250703,7.302199999999999,,,,,,0,79
NAO_INFORMADO,Feminino,2022,Escola Pública,8.112,9.5,8.0,6.9,8.4,7.8,9.0,,7.667,10.0,0.0,2022,,,,,,,,,,RA-371,0,67.2,,1.0498687664041997,8.093399999999999,,,,,,0,79
NAO_INFORMADO,Masculino,2021,Escola Pública,7.304,8.5,5.5,6.9,7.8,8.3,7.2,,7.389,10.0,0.0,2022,,,,,,,,,,RA-372,0,42.9,,1.4179240138156697,7.217800000000001,,,,,,1,79
NAO_INFORMADO,Masculino,2022,Escola Pública,7.503,6.4,9.5,5.0,7.3,6.5,8.0,,6.944,10.0,0.0,2022,,,,,,,,,,RA-373,0,69.35,,0.7683401747184507,7.028800000000001,,,,,,1,79
FASE 2,Masculino,2022,Pública,7.503,0.0,9.7,2.52,8.4,,,,7.84,5.0,,2023,,8.75,7.7,9.0,,-1.0,,,,RA-373,1,81.48,22.05,0.8658901144211938,6.201666666666667,7.3,9.5,5.0,1.1000000000000005,0.1999999999999993,1,72
NAO_INFORMADO,Feminino,2021,Escola Pública,7.747,9.0,9.8,7.5,6.9,5.3,8.5,,7.944,5.0,-1.0,2022,,,,,,,,,,RA-374,1,67.62,,0.7040097949188858,8.228800000000001,,,,,,0,79
FASE 3,Feminino,2021,Privada,7.747,8.8,8.3,5.63,5.4,,,,7.9175,10.0,,2023,,7.65625,6.3,6.3,3.7,0.0,,,,RA-374,0,44.82000000000001,43.1046875,0.6505240332490062,7.2839583333333335,6.9,9.8,7.5,-1.5,-1.5,0,73
NAO_INFORMADO,Masculino,2019,Escola Pública,7.831,9.0,9.5,7.5,5.4,3.3,7.5,,7.667,10.0,0.0,2022,,,,,,,,,,RA-375,0,51.300000000000004,,0.5683612251341965,7.8134,,,,,,1,79
FASE 2,Masculino,2019,Pública,7.831,0.0,9.9,5.0,7.9,,,,8.283333333,5.0,,2023,,8.541666667,6.8,9.0,,-1.0,,,,RA-375,1,78.21000000000001,42.708333335,0.7978992021007979,6.604166666666667,5.4,9.5,7.5,2.5,0.40000000000000036,1,72
3H,Masculino,2021,Pública,7.830771230769231,9.585,9.443589743666667,7.51,6.833333333333333,,,,6.432,10.0,,2024,7.070833333,7.1875,9.0,5.5,6.0,0.0,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-375,0,64.53119658172223,53.978125,0.7235182807083406,7.831903846166667,7.9,9.9,5.0,-1.0666666666666673,-0.4564102563333332,1,34
NAO_INFORMADO,Feminino,2019,Escola Pública,6.957,9.0,9.0,7.5,4.3,2.0,6.7,,7.5,5.0,-1.0,2022,,,,,,,,,,RA-376,1,38.699999999999996,,0.4777246972558605,7.459999999999999,,,,,,0,79
FASE 2,Feminino,2019,Pública,6.957,8.5,9.6,2.52,5.9,,,,8.226666667,5.0,,2023,,7.916666667,4.3,7.5,,-1.0,,,,RA-376,1,56.64,19.95000000084,0.6145193209040726,7.110555555666667,4.3,9.0,7.5,1.6000000000000005,0.5999999999999996,0,72
3G,Feminino,2021,Pública,6.957373794871796,10.002,8.287284610666667,2.51,2.833333333333333,,,,6.325,5.0,,2024,7.1392,6.5625,2.0,5.0,1.5,-1.0,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-376,1,23.480639730222222,16.471874999999997,0.3418479777693631,6.086686324000001,5.9,9.6,2.52,-3.0666666666666673,-1.3127153893333325,0,33
NAO_INFORMADO,Feminino,2021,Escola Pública,6.743,9.0,7.7,5.6,6.2,4.3,8.0,,6.833,5.0,-1.0,2022,,,,,,,,,,RA-377,1,47.74,,0.8050902480197377,7.066599999999999,,,,,,0,79
FASE 3,Feminino,2021,Pública,6.743,9.6,7.6,5.0,4.8,,,,7.6275,10.0,,2023,,7.34375,6.0,5.7,2.8,0.0,,,,RA-377,0,36.48,36.71875,0.6314958558084462,6.995208333333333,6.2,7.7,5.6,-1.4000000000000004,-0.10000000000000053,0,73
4F,Feminino,2021,Pública,6.742777235591996,9.168,7.698412698333333,7.51,5.166666666666667,,,,7.634,10.0,,2024,7.205041667,7.125,4.0,6.5,5.0,0.0,EE João Ortiz Rodrigues,Cursando,Cursando,RA-377,0,39.775132274722225,53.50875,0.6710468537145798,7.383679894166666,4.8,7.6,5.0,0.36666666666666714,0.0984126983333331,0,46
NAO_INFORMADO,Masculino,2021,Escola Pública,7.203,9.0,6.8,5.6,8.1,8.7,7.5,,7.889,5.0,-1.0,2022,,,,,,,,,,RA-378,1,55.08,,1.1910013233348036,7.4778,,,,,,1,79
NAO_INFORMADO,Feminino,2022,Escola Pública,6.722,8.5,8.1,7.5,5.0,5.0,5.0,,6.778,5.0,-1.0,2022,,,,,,,,,,RA-379,1,40.5,,0.6172077521293668,7.1756,,,,,,0,79
NAO_INFORMADO,Feminino,2017,Rede Decisão,8.523,9.2,8.9,7.5,8.6,9.0,7.0,9.7,9.833,5.0,-1.0,2022,,,,,,,,,,RA-38,1,76.54,,0.966183574879227,8.8066,,,,,,0,79
FASE 7,Feminino,2017,Privada - Programa de Apadrinhamento,8.523,9.6,9.7,7.52,7.7,,,,8.8825,10.0,,2023,,8.75,8.2,8.8,6.0,0.0,,,,RA-38,0,74.69,65.8,0.7937326048860943,8.692083333333334,8.6,8.9,7.5,-0.8999999999999995,0.7999999999999989,0,77
8F,Feminino,2021,Privada - Programa de Apadrinhamento,8.523222128427129,,0.0,,,,,,,10.0,,2024,8.835333333,,,,,0.0,Universidade Santo Amaro (UNISA),Cursando,Cursando,RA-38,0,,,,0.0,7.7,9.7,7.52,,-9.7,0,69
NAO_INFORMADO,Masculino,2017,Escola Pública,4.556,7.9,4.4,5.0,2.5,2.3,2.7,,4.833,5.0,-1.0,2022,,,,,,,,,,RA-380,1,11.0,,0.568052715291979,4.9266000000000005,,,,,,1,79
FASE 3,Masculino,2017,Pública,4.556,0.0,6.4,2.52,4.5,,,,6.5425,5.0,,2023,,6.71875,7.0,4.0,2.5,-1.0,,,,RA-380,1,28.8,16.93125,0.7030151538822058,4.446875,2.5,4.4,5.0,2.0,2.0,1,73
NAO_INFORMADO,Masculino,2018,Escola Pública,6.454,9.0,8.3,6.9,3.3,1.5,5.2,,6.944,5.0,-1.0,2022,,,,,,,,,,RA-381,1,27.39,,0.3975424647632815,6.888800000000001,,,,,,1,79
FASE 3,Masculino,2018,Pública,6.454,0.0,8.4,6.89,3.9,,,,6.84,5.0,,2023,,7.34375,5.3,5.3,1.2,-1.0,,,,RA-381,1,32.76,50.598437499999996,0.4642304487561005,5.562291666666667,3.3,8.3,6.9,0.6000000000000001,0.09999999999999964,1,73
3G,Masculino,2021,Pública,6.454070897064289,8.334,6.133333333333333,7.51,3.6666666666666665,,,,6.1225,5.0,,2024,5.758041667,6.71875,2.5,4.5,4.0,-2.0,EE Alexandre Rodrigues Nogueira,Cursando,Cursando,RA-381,1,22.488888888888887,50.457812499999996,0.5977286312014345,6.414208333333334,3.9,8.4,6.89,-0.2333333333333334,-2.2666666666666675,1,33
NAO_INFORMADO,Masculino,2017,Escola Pública,6.777,9.0,7.7,6.3,5.4,4.0,6.8,,7.333,5.0,-2.0,2022,,,,,,,,,,RA-382,1,41.580000000000005,,0.7012076353720296,7.146600000000001,,,,,,1,79
FASE 3,Masculino,2017,Pública,6.777,0.0,9.4,6.26,5.2,,,,7.1725,5.0,,2023,,7.5,5.0,5.8,4.7,-2.0,,,,RA-382,1,48.88,46.949999999999996,0.5531326454632486,5.922083333333333,5.4,7.7,6.3,-0.20000000000000018,1.7000000000000002,1,73
4F,Masculino,2021,Pública,6.77720046886447,9.168,6.324561403666666,5.63,3.0,,,,6.43,5.0,,2024,6.223833333,6.75,2.0,3.0,4.0,-1.0,EE Alexandre Rodrigues Nogueira,Cursando,Cursando,RA-382,1,18.973684211,38.0025,0.4742662047768636,6.217093567277778,5.2,9.4,6.26,-2.2,-3.075438596333334,1,46
NAO_INFORMADO,Masculino,2019,Escola Pública,8.4,9.0,9.6,7.5,8.1,8.0,8.2,,7.778,10.0,0.0,2022,,,,,,,,,,RA-383,0,77.75999999999999,,0.8436621185293199,8.3956,,,,,,1,79
FASE 3,Masculino,2019,Pública,8.4,9.2,8.8,3.14,6.5,,,,7.5,10.0,,2023,,7.5,6.3,6.2,7.0,0.0,,,,RA-383,0,57.2,23.55,0.7385524372230429,7.1066666666666665,8.1,9.6,7.5,-1.5999999999999996,-0.7999999999999989,1,73
4F,Masculino,2021,Pública,8.400003111111111,9.168,8.600288600333334,7.51,5.833333333333333,,,,8.47,10.0,,2024,7.5408,7.875,1.0,8.0,8.5,1.0,EE João Ortiz Rodrigues,Cursando,Cursando,RA-383,0,50.16835016861111,59.14125,0.678192955077367,7.909436988944445,6.5,8.8,3.14,-0.666666666666667,-0.19971139966666662,1,46
