fase,gnero,anoingresso,instituiodeensino,inde22,iaa,ieg,ips,ida,matem,portug,ingls,ipv,ian,defas,ano,inde23,ipp,mat,por,ing,defasagem,escola,ativoinativo,ativoinativo1,aluno_id,risco_defasagem,ida_ieg_interaction,ipp_ips_interaction,ida_ieg_ratio,mean_indicators,ida_lag1,ieg_lag1,ips_lag1,ida_delta,ieg_delta,gnero_encoded,fase_encoded
NAO_INFORMADO,Masculino,2022,Escola Pública,6.793,7.9,8.3,7.5,4.0,8.0,0.0,,7.75,5.0,-1.0,2022,,,,,,,,,,RA-14,1,33.2,,0.4818696542585231,7.090000000000001,,,,,,1,79
FASE 8,Masculino,2022,Privada *Parcerias com Bolsa 100%,6.793,,,,,,,,,10.0,,2023,,,,,,0.0,,,,RA-14,0,,,,,4.0,8.3,7.5,,,1,78
8E,Masculino,2022,Privada *Parcerias com Bolsa 100%,6.792708666666667,,0.0,,,,,,,10.0,,2024,,,,,,0.0,Faculdade FIAP,Cursando,Cursando,RA-14,0,,,,0.0,,,,,,1,68
NAO_INFORMADO,Feminino,2021,Escola Pública,7.407,7.9,7.6,6.9,5.7,5.0,6.5,5.6,7.667,10.0,0.0,2022,,,,,,,,,,RA-140,0,43.32,,0.7499013287725299,7.1534,,,,,,0,79
1B,Masculino,2024,Pública,,8.418,6.6501976285,7.51,7.25,,,,7.5,10.0,,2024,,7.5,6.5,8.0,,0.0,EE Dom Pedro Villas Boas de Souza,Cursando,Cursando,RA-1400,0,48.213932806625,56.324999999999996,1.090029255623704,7.471366271416667,,,,,,1,1
1C,Masculino,2024,Pública,,6.918,8.888888889,7.51,10.0,,,,8.085,5.0,,2024,,7.8125,10.0,10.0,,-2.0,EE Paschoal Carlos Magno,Cursando,Cursando,RA-1401,1,88.88888889,58.671875,1.1248734517226202,8.202398148166667,,,,,,1,2
1D,Feminino,2024,Pública,,10.002,9.5454545455,7.51,7.25,,,,8.17,10.0,,2024,,8.4375,7.0,7.5,,0.0,EE Dom Pedro Villas Boas de Souza,Cursando,Cursando,RA-1402,0,69.204545454875,63.365625,0.7594442486941395,8.485825757583333,,,,,,0,3
1D,Feminino,2024,Pública,,9.002,9.3073593075,7.51,8.75,,,,8.255,5.0,,2024,,8.4375,7.5,10.0,,-1.0,EE Joaquim Mendes Feliz,Cursando,Cursando,RA-1403,1,81.43939394062501,63.365625,0.9400152820647872,8.543643217916667,,,,,,0,3
1D,Feminino,2024,Pública,,8.502,9.090909091,7.51,7.5,,,,8.17,10.0,,2024,,8.4375,6.0,9.0,,0.0,EE Dom Pedro Villas Boas de Souza,Cursando,Cursando,RA-1404,0,68.1818181825,63.365625,0.8249092599731539,8.201734848500001,,,,,,0,3
1D,Feminino,2024,Pública,,8.002,8.6363636365,7.51,8.75,,,,8.17,10.0,,2024,,8.125,8.0,9.5,,0.0,EE Dom Pedro Villas Boas de Souza,Cursando,Cursando,RA-1405,0,75.568181819375,61.01875,1.0130405952834982,8.198893939416667,,,,,,0,3
1D,Feminino,2024,Pública,,8.002,8.8636363635,7.51,7.5,,,,8.255,5.0,,2024,,8.4375,5.5,9.5,,-1.0,EE Joaquim Mendes Feliz,Cursando,Cursando,RA-1406,1,66.47727272624999,63.365625,0.8460583934250402,8.094689393916667,,,,,,0,3
1D,Masculino,2024,Pública,,10.002,9.318181818,7.51,5.75,,,,7.5,5.0,,2024,,7.8125,5.5,6.0,,-1.0,EE Joaquim Mendes Feliz,Cursando,Cursando,RA-1407,1,53.579545453499996,58.671875,0.617006955363171,7.982113636333334,,,,,,1,3
1D,Masculino,2024,Pública,,10.002,8.409090909,7.51,6.75,,,,7.5,5.0,,2024,,8.4375,5.5,8.0,,-1.0,EE Dom Pedro Villas Boas de Souza,Cursando,Cursando,RA-1408,1,56.76136363575,63.365625,0.8026072575239984,8.101431818166667,,,,,,1,3
1D,Masculino,2024,Pública,,10.002,9.0909090905,7.51,7.25,,,,7.5,5.0,,2024,,8.4375,7.5,7.0,,-1.0,EE Dom Pedro Villas Boas de Souza,Cursando,Cursando,RA-1409,1,65.909090906125,63.365625,0.7974122846845683,8.298401515083333,,,,,,1,3
NAO_INFORMADO,Masculino,2017,Escola Pública,7.118,9.2,8.2,5.6,5.7,5.8,6.2,5.0,5.917,10.0,0.0,2022,,,,,,,,,,RA-141,0,46.739999999999995,,0.6950371905865139,6.923399999999999,,,,,,1,79
FASE 4,Masculino,2017,Pública,7.118,9.6,8.4,5.63,4.5,,,,7.0425,5.0,,2023,,7.03125,6.0,5.3,2.3,-1.0,,,,RA-141,1,37.800000000000004,39.5859375,0.5356505177955005,7.0339583333333335,5.7,8.2,5.6,-1.2000000000000002,0.20000000000000107,1,74
1E,Masculino,2024,Pública,,9.002,8.1136363635,7.51,6.25,,,,8.165,5.0,,2024,,8.75,6.5,6.0,,-1.0,EE Levi Pereira Martins Professor,Cursando,Cursando,RA-1410,1,50.710227271875,65.71249999999999,0.7702131950253227,7.9651060605833335,,,,,,1,4
1E,Masculino,2024,Pública,,9.002,9.5,6.26,2.75,,,,7.835,5.0,,2024,,8.4375,5.5,0.0,,-1.0,EE Alexandre Rodrigues Nogueira,Cursando,Cursando,RA-1411,1,26.125,52.81875,0.28944321650352595,7.297416666666667,,,,,,1,4
1E,Masculino,2024,Pública,,10.002,9.3073593075,7.51,9.75,,,,8.835,10.0,,2024,,8.75,10.0,9.5,,0.0,EE Chácara Florida II,Cursando,Cursando,RA-1412,0,90.746753248125,65.71249999999999,1.0474456000150487,9.025726551250001,,,,,,1,4
1E,Masculino,2024,Pública,,9.002,8.593073593,7.51,7.25,,,,7.92,5.0,,2024,,8.4375,7.5,7.0,,-2.0,EE Olivia de Faria Nogueira,Cursando,Cursando,RA-1413,1,62.299783549249995,63.365625,0.8436045981623003,8.118762265500001,,,,,,1,4
1E,Feminino,2024,Pública,,9.502,9.2965367965,6.885,8.5,,,,8.835,10.0,,2024,,8.75,10.0,7.0,,0.0,EM Etelvina Delfim Simões,Cursando,Cursando,RA-1414,0,79.02056277025,60.24375,0.9142206356418802,8.628089466083333,,,,,,0,4
1G,Feminino,2024,Pública,,8.002,9.7727272725,6.26,6.75,,,,7.056666667,5.0,,2024,,7.291666667,6.5,7.0,,-1.0,EM Maria Ignez Concelles Irma Ines,Cursando,Cursando,RA-1415,1,65.96590908937499,45.64583333542,0.690627005624788,7.52217676775,,,,,,0,5
1G,Feminino,2024,Pública,,8.502,8.2765151515,7.51,7.75,,,,6.386666667,5.0,,2024,,7.916666667,6.5,9.0,,-1.0,EE Loris Nassif Mattar Profa,Cursando,Cursando,RA-1416,1,64.142992424125,59.45416666917,0.9362713155040971,7.72364141425,,,,,,0,5
1G,Masculino,2024,Pública,,9.002,9.337121212,7.51,9.0,,,,6.5,5.0,,2024,,6.25,10.0,8.0,,-1.0,EE Dom Pedro Villas Boas de Souza,Cursando,Cursando,RA-1417,1,84.034090908,46.9375,0.9637913018771384,7.933186868666667,,,,,,1,5
1G,Masculino,2024,Pública,,8.502,9.128787879,7.51,8.25,,,,6.833333333,5.0,,2024,,7.916666667,8.5,8.0,,-1.0,EM Pedro Antonio de Almeida,Cursando,Cursando,RA-1418,1,75.31250000175001,59.45416666917,0.9036354523609846,8.0234646465,,,,,,1,5
1H,Feminino,2024,Pública,,8.502,10.0,7.51,7.5,,,,8.783333333,10.0,,2024,,8.958333333,6.0,9.0,,0.0,EM Pedro Antonio de Almeida,Cursando,Cursando,RA-1419,0,75.0,67.27708333083,0.7499250074992501,8.542277777666667,,,,,,0,6
NAO_INFORMADO,Feminino,2021,Escola Pública,7.457,6.7,8.6,5.6,6.3,6.0,6.8,6.0,7.583,10.0,0.0,2022,,,,,,,,,,RA-142,0,54.18,,0.7324729682595048,6.9566,,,,,,0,79
1H,Masculino,2024,Pública,,7.918,5.520833333500001,6.26,4.5,,,,5.44,5.0,,2024,,6.458333333,5.0,4.0,,-2.0,EE Olivia de Faria Nogueira,Cursando,Cursando,RA-1420,1,24.843750000750003,40.429166664579995,0.8149467266060502,6.016194444416666,,,,,,1,6
1H,Masculino,2024,Pública,,9.002,6.777777778,7.51,7.5,,,,7.163333333,5.0,,2024,,6.875,8.0,7.0,,-1.0,EM Pedro Antonio de Almeida,Cursando,Cursando,RA-1421,1,50.833333335,51.63125,1.1063941385334493,7.471351851833333,,,,,,1,6
1J,Feminino,2024,Pública,,9.502,7.5,7.51,4.75,,,,7.7475,5.0,,2024,,8.125,0.0,9.5,,-1.0,EE João Ortiz Rodrigues,Cursando,Cursando,RA-1422,1,35.625,61.01875,0.633248900146647,7.522416666666667,,,,,,0,7
1J,Masculino,2024,Pública,,8.502,5.3125,7.51,5.75,,,,6.5425,5.0,,2024,,7.8125,4.0,7.5,,-1.0,EE João Ortiz Rodrigues,Cursando,Cursando,RA-1423,1,30.546875,58.671875,1.0821492424955301,6.904916666666668,,,,,,1,7
1J,Feminino,2024,Pública,,9.002,8.9444444445,7.51,7.25,,,,6.915,5.0,,2024,,7.8125,7.5,7.0,,-1.0,EE João Ortiz Rodrigues,Cursando,Cursando,RA-1424,1,64.847222222625,58.671875,0.8104683948328109,7.905657407416666,,,,,,0,7
1J,Masculino,2024,Pública,,9.002,6.7976190475,7.51,7.0,,,,5.92,5.0,,2024,,7.34375,6.0,8.0,,-1.0,EE João Ortiz Rodrigues,Cursando,Cursando,RA-1425,1,47.5833333325,55.1515625,1.0296208613974411,7.262228174583334,,,,,,1,7
1J,Feminino,2023,Pública,,9.502,5.845238095,7.51,2.75,,,,5.8325,5.0,,2024,,7.5,5.5,0.0,,-1.0,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-1426,1,16.07440476125,56.324999999999996,0.47038795808743056,6.489956349166666,,,,,,0,7
1J,Feminino,2024,Pública,,9.502,10.0,7.51,8.0,,,,8.6675,5.0,,2024,,8.90625,6.5,9.5,,-1.0,EM Maria Ignez Concelles Irma Ines,Cursando,Cursando,RA-1427,1,80.0,66.8859375,0.7999200079992002,8.764291666666667,,,,,,0,7
1L,Masculino,2024,Pública,,8.502,8.8562091505,7.51,8.0,,,,8.085,5.0,,2024,,9.166666667,7.0,9.0,,-1.0,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Cursando,RA-1428,1,70.849673204,68.84166666917,0.9032190460974258,8.353312636250001,,,,,,1,9
1L,Masculino,2024,Pública,,9.502,8.888888889,7.51,7.75,,,,8.085,5.0,,2024,,8.958333333,8.5,7.0,,-1.0,EE Helio Luiz Dobrochinski Prof,Cursando,Cursando,RA-1429,1,68.88888888975,67.27708333083,0.8717769250850307,8.449037037,,,,,,1,9
NAO_INFORMADO,Masculino,2019,Rede Decisão,8.638,8.3,9.9,5.6,7.9,9.7,7.7,6.4,9.5,10.0,1.0,2022,,,,,,,,,,RA-143,0,78.21000000000001,,0.7978992021007979,8.24,,,,,,1,79
FASE 5,Masculino,2019,Privada - Programa de Apadrinhamento,8.638,8.3,9.6,2.52,6.5,,,,8.3375,10.0,,2023,,8.28125,9.2,5.0,5.2,1.0,,,,RA-143,0,62.4,20.86875,0.6770128111655036,7.256458333333334,7.9,9.9,5.6,-1.4000000000000004,-0.3000000000000007,1,75
7E,Masculino,2021,Privada - Programa de Apadrinhamento,8.63847438888889,10.002,9.92,6.885,2.6333333333333333,,,,7.5,10.0,,2024,7.794358333,7.5,0.0,0.0,7.9,2.0,Colégio Arco Íris Evolução,Cursando,Cursando,RA-143,0,26.122666666666667,51.637499999999996,0.26543023216745626,7.406722222222222,6.5,9.6,2.52,-3.8666666666666667,0.3200000000000003,1,64
1L,Masculino,2024,Pública,,8.502,10.0,7.51,6.25,,,,8.085,5.0,,2024,,8.958333333,6.0,6.5,,-1.0,EE Helio Luiz Dobrochinski Prof,Cursando,Cursando,RA-1430,1,62.5,67.27708333083,0.624937506249375,8.2175555555,,,,,,1,9
1M,Feminino,2024,Pública,,9.002,7.7432712215,7.51,8.0,,,,9.09,5.0,,2024,,7.96875,8.0,8.0,,-1.0,EE Neide Celestina de Oliveira,Cursando,Cursando,RA-1431,1,61.946169772,59.8453125,1.0330216712697295,8.219003536916667,,,,,,0,10
1M,Feminino,2024,Pública,,10.002,10.0,7.51,9.5,,,,8.505,5.0,,2024,,9.21875,10.0,9.0,,-1.0,EE Jardim Campestre,Cursando,Cursando,RA-1432,1,95.0,69.2328125,0.9499050094990501,9.122625000000001,,,,,,0,10
1M,Feminino,2024,Pública,,8.502,9.068322981,7.51,8.75,,,,8.505,5.0,,2024,,8.28125,8.0,9.5,,-1.0,EE Jardim Campestre,Cursando,Cursando,RA-1433,1,79.34782608375,62.192187499999996,0.9647908689911063,8.436095496833333,,,,,,0,10
1M,Masculino,2024,Pública,,8.502,7.9813664595,6.26,9.0,,,,9.76,5.0,,2024,,9.53125,10.0,8.0,,-1.0,EE Jardim Campestre,Cursando,Cursando,RA-1434,1,71.8322981355,59.665625,1.1274851944800015,8.505769409916667,,,,,,1,10
1M,Masculino,2024,Pública,,9.502,7.833333333500001,7.51,7.5,,,,6.165,10.0,,2024,,7.1875,7.5,7.5,,0.0,EE Jardim Campestre,Cursando,Cursando,RA-1435,0,58.75000000125,53.978125,0.9573245968396092,7.616305555583334,,,,,,1,10
1M,Feminino,2024,Pública,,7.418,8.674948240500001,7.51,8.0,,,,7.17,5.0,,2024,,8.28125,8.0,8.0,,-1.0,EM Alfredo Schunk,Cursando,Cursando,RA-1436,1,69.39958592400001,62.192187499999996,0.9220894106600797,7.842366373416667,,,,,,0,10
1M,Feminino,2024,Pública,,8.502,9.347826087,7.51,8.0,,,,7.92,5.0,,2024,,8.28125,8.0,8.0,,-1.0,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Cursando,RA-1437,1,74.782608696,62.192187499999996,0.8557224110869269,8.260179347833335,,,,,,0,10
1M,Feminino,2024,Pública,,10.002,9.0,7.51,7.0,,,,9.175,5.0,,2024,,8.90625,6.0,8.0,,-1.0,EM Bairro Lagoa Grande,Cursando,Cursando,RA-1438,1,63.0,66.8859375,0.7776913676258194,8.598875,,,,,,0,10
1M,Feminino,2024,Pública,,7.502,10.0,7.51,8.5,,,,9.345,5.0,,2024,,9.375,9.0,8.0,,-1.0,EE Jardim Campestre,Cursando,Cursando,RA-1439,1,85.0,70.40625,0.8499150084991501,8.705333333333334,,,,,,0,10
NAO_INFORMADO,Feminino,2017,Rede Decisão,8.181,7.5,9.3,5.0,7.9,7.5,7.2,9.0,8.292,10.0,0.0,2022,,,,,,,,,,RA-144,0,73.47000000000001,,0.8493710353725407,7.598400000000001,,,,,,0,79
FASE 5,Feminino,2017,Privada - Programa de Apadrinhamento,8.181,0.0,5.2,2.52,4.4,,,,6.0,10.0,,2023,,6.25,3.3,2.5,7.3,1.0,,,,RA-144,0,22.880000000000003,15.75,0.8459911555470102,4.0616666666666665,7.9,9.3,5.0,-3.5,-4.1000000000000005,0,75
1M,Feminino,2024,Pública,,9.002,9.5445134575,7.51,4.5,,,,8.17,5.0,,2024,,8.75,9.0,0.0,,-1.0,EE Helio Luiz Dobrochinski Prof,Cursando,Cursando,RA-1440,1,42.950310558750004,65.71249999999999,0.47142566191285473,7.9127522429166675,,,,,,0,10
1M,Masculino,2024,Pública,,9.502,9.109730849,7.51,8.5,,,,9.005,10.0,,2024,,9.375,9.0,8.0,,0.0,EE Jardim Campestre,Cursando,Cursando,RA-1441,0,77.4327122165,70.40625,0.9329657676072131,8.833621808166667,,,,,,1,10
1M,Masculino,2024,Pública,,8.002,8.674948240500001,7.51,7.25,,,,5.745,5.0,,2024,,7.5,8.5,6.0,,-2.0,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Cursando,RA-1442,1,62.893374743625,56.324999999999996,0.8356435284106971,7.446991373416666,,,,,,1,10
1N,Feminino,2024,Pública,,6.918,7.5,6.26,6.75,,,,7.415,5.0,,2024,,7.708333333,6.5,7.0,,-2.0,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-1443,1,50.625,48.25416666458,0.8998800159978669,7.091888888833332,,,,,,0,11
1N,Masculino,2024,Pública,,8.502,5.277777778,7.51,6.0,,,,7.415,5.0,,2024,,7.708333333,8.0,4.0,,-1.0,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-1444,1,31.666666667999998,57.88958333082999,1.136626744358474,7.068851851833333,,,,,,1,11
1N,Feminino,2024,Pública,,9.502,9.5,7.51,7.25,,,,7.5,5.0,,2024,,7.916666667,6.5,8.0,,-1.0,EE Helio Luiz Dobrochinski Prof,Cursando,Cursando,RA-1445,1,68.875,59.45416666917,0.763077570782023,8.1964444445,,,,,,0,11
1N,Masculino,2024,Pública,,8.002,6.6501976285,6.26,0.0,,,,7.075,10.0,,2024,,7.291666667,0.0,0.0,,0.0,EM Cecilia Cristina de Oliveira Rodrigues,Cursando,Cursando,RA-1446,0,0.0,45.64583333542,0.0,5.879810715916668,,,,,,1,11
1N,Feminino,2024,Pública,,9.502,9.7368421055,7.51,5.25,,,,7.75,5.0,,2024,,7.916666667,6.5,4.0,,-1.0,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-1447,1,51.118421053875,59.45416666917,0.5391338186757788,7.944251462083334,,,,,,0,11
1P,Feminino,2024,Pública,,9.002,9.5346320345,7.51,6.0,,,,7.29,5.0,,2024,,7.5,6.0,6.0,,-2.0,EE Donizetti Aparecido Leite Professor,Cursando,Cursando,RA-1448,1,57.207792207,56.324999999999996,0.6292189105338742,7.8061053390833335,,,,,,0,12
1R,Feminino,2024,Pública,,7.418,8.3333333335,7.51,6.75,,,,7.04,5.0,,2024,,7.96875,6.5,7.0,,-1.0,EE Luiz Schunck,Cursando,Cursando,RA-1449,1,56.250000001125,59.8453125,0.8099028116464043,7.5033472222499995,,,,,,0,13
NAO_INFORMADO,Masculino,2017,Escola Pública,5.846,0.0,6.3,8.1,5.2,3.0,4.8,7.8,7.25,5.0,-2.0,2022,,,,,,,,,,RA-145,1,32.76,,0.8252658308205046,5.37,,,,,,1,79
FASE 4,Masculino,2017,Pública,5.846,7.9,9.0,,6.2,,,,7.4625,2.5,,2023,,7.96875,5.3,6.0,7.2,-3.0,,,,RA-145,1,55.800000000000004,,0.6888123541828687,7.70625,5.2,6.3,8.1,1.0,2.7,1,74
1R,Masculino,2024,Pública,,9.502,8.571428571,7.51,3.5,,,,7.5425,10.0,,2024,,7.8125,0.0,7.0,,0.0,EE Helio Luiz Dobrochinski Prof,Cursando,Cursando,RA-1450,0,29.9999999985,58.671875,0.40828570002207837,7.4064047618333335,,,,,,1,13
1R,Feminino,2024,Pública,,10.002,8.8095238095,7.51,6.0,,,,7.7525,5.0,,2024,,7.96875,6.0,6.0,,-1.0,EE Luiz Schunck,Cursando,Cursando,RA-1451,1,52.857142857,59.8453125,0.6810037779513705,8.007128968249999,,,,,,0,13
2A,Masculino,2024,Pública,,9.002,10.0,7.51,7.75,,,,8.17,10.0,,2024,,7.916666667,7.0,8.5,,0.0,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-1452,0,77.5,59.45416666917,0.7749225077492251,8.391444444500001,,,,,,1,14
2A,Feminino,2021,Pública,,8.502,7.8214285715,6.25,6.5,,,,7.67,5.0,,2024,,7.5,4.5,8.5,,-1.0,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-1453,1,50.839285714750005,46.875,0.8309439888888092,7.373904761916667,,,,,,0,14
2A,Feminino,2023,Pública,,8.002,5.880952381,7.51,7.75,,,,8.28,10.0,,2024,,7.708333333,7.5,8.0,,0.0,EE Dom Pedro Villas Boas de Souza,Cursando,Cursando,RA-1454,0,45.577380952750005,57.88958333082999,1.3175897215751362,7.521880952333333,,,,,,0,14
2A,Feminino,2024,Pública,,8.002,7.777777778,7.51,3.5,,,,7.833333333,5.0,,2024,,7.708333333,,3.5,,-1.0,EE Maria André Schunck Dona,Cursando,Cursando,RA-1455,1,27.222222223,57.88958333082999,0.4499421502821082,7.055240740666666,,,,,,0,14
2A,Masculino,2024,Pública,,9.502,9.511904762,7.51,7.75,,,,7.946666667,10.0,,2024,,7.5,5.5,10.0,,0.0,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-1456,0,73.71726190550001,56.324999999999996,0.8146828118113772,8.286761904833334,,,,,,1,14
2B,Feminino,2024,Pública,,3.498,8.0357142855,7.51,2.75,,,,7.663333333,5.0,,2024,,7.291666667,2.5,3.0,,-1.0,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-1457,1,22.098214285124996,54.76041666917,0.34217963987616246,6.12478571425,,,,,,0,15
2B,Feminino,2024,Pública,,8.751,7.280701754500001,7.51,3.25,,,,5.213333333,5.0,,2024,,6.041666667,0.5,6.0,,-1.0,EE Alexandre Rodrigues Nogueira,Cursando,Cursando,RA-1458,1,23.662280702125003,45.37291666917,0.44632423979621805,6.341116959083333,,,,,,0,15
2C,Masculino,2024,Pública,,8.002,8.2976190475,7.51,3.75,,,,7.273333333,5.0,,2024,,7.5,2.0,5.5,,-1.0,EE Olivia de Faria Nogueira,Cursando,Cursando,RA-1459,1,31.116071428124997,56.324999999999996,0.45188241302987714,7.055492063416668,,,,,,1,16
NAO_INFORMADO,Feminino,2022,Escola Pública,7.947,8.3,9.2,7.5,7.9,6.3,7.3,10.0,8.208,5.0,-1.0,2022,,,,,,,,,,RA-146,1,72.67999999999999,,0.8586023258341486,8.2216,,,,,,0,79
FASE 5,Feminino,2022,Pública,7.947,6.2,9.5,5.0,7.9,,,,8.2125,5.0,,2023,,8.4375,7.8,5.8,10.0,-1.0,,,,RA-146,1,75.05,42.1875,0.8314914219555837,7.541666666666667,7.9,9.2,7.5,0.0,0.3000000000000007,0,75
5D,Feminino,2022,Pública,7.946686340802987,8.751,9.514316093333331,5.635,9.333333333333334,,,,8.304,5.0,,2024,7.584483333,7.65625,9.0,9.0,10.0,-2.0,EE Mario Francisco de Amorim,Cursando,Cursando,RA-146,1,88.80028353777776,43.14296875,0.9808747541106387,8.198983237777776,7.9,9.5,5.0,1.4333333333333336,0.014316093333331281,0,55
2C,Masculino,2024,Pública,,9.502,7.460526316,7.51,3.25,,,,6.27,10.0,,2024,,6.875,2.5,4.0,,0.0,EE Alexandre Rodrigues Nogueira,Cursando,Cursando,RA-1460,0,24.246710527,51.63125,0.435567719305756,6.811254385999999,,,,,,1,16
2C,Feminino,2024,Pública,,10.002,9.273809524,7.51,2.75,,,,7.33,5.0,,2024,,7.5,0.5,5.0,,-1.0,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-1461,1,25.502976191000002,56.324999999999996,0.29650204598638397,7.3943015873333335,,,,,,0,16
2D,Feminino,2024,Pública,,8.502,10.0,7.51,6.5,,,,7.053333333,5.0,,2024,,8.125,6.0,7.0,,-1.0,EE Joaquim Mendes Feliz,Cursando,Cursando,RA-1462,1,65.0,61.01875,0.6499350064993501,7.948388888833333,,,,,,0,17
2D,Masculino,2024,Pública,,8.502,9.722222222,7.51,10.0,,,,8.113333333,10.0,,2024,,9.0625,10.0,10.0,,0.0,EE Paschoal Carlos Magno,Cursando,Cursando,RA-1463,0,97.22222221999999,68.059375,1.0284656435573134,8.8183425925,,,,,,1,17
2D,Feminino,2024,Pública,,8.002,7.794871795,7.51,6.25,,,,7.61,5.0,,2024,,9.0625,4.0,8.5,,-1.0,EE Paschoal Carlos Magno,Cursando,Cursando,RA-1464,1,48.71794871875,68.059375,0.8017063600261528,7.704895299166666,,,,,,0,17
2D,Masculino,2024,Pública,,7.418,8.75,7.51,5.75,,,,7.833333333,5.0,,2024,,8.75,5.0,6.5,,-1.0,EE Paschoal Carlos Magno,Cursando,Cursando,RA-1465,1,50.3125,65.71249999999999,0.6570677636841504,7.668555555499999,,,,,,1,17
2D,Masculino,2024,Pública,,10.002,7.380952381,7.51,7.5,,,,8.056666667,10.0,,2024,,8.75,7.0,8.0,,0.0,EE Paschoal Carlos Magno,Cursando,Cursando,RA-1466,0,55.3571428575,65.71249999999999,1.0159913818062327,8.199936508,,,,,,1,17
2D,Masculino,2024,Pública,,9.002,9.022556391,7.51,9.25,,,,8.28,10.0,,2024,,8.75,9.0,9.5,,0.0,EE Joaquim Mendes Feliz,Cursando,Cursando,RA-1467,0,83.45864661675,65.71249999999999,1.0250947186661186,8.635759398500001,,,,,,1,17
2D,Feminino,2024,Pública,,8.502,8.972431078,7.51,7.0,,,,7.443333333,10.0,,2024,,8.4375,4.5,9.5,,0.0,EE Joaquim Mendes Feliz,Cursando,Cursando,RA-1468,0,62.807017546,63.365625,0.7800806557885952,7.977544068499999,,,,,,0,17
2D,Masculino,2024,Pública,,8.502,9.4444444445,7.51,4.75,,,,8.223333333,5.0,,2024,,8.75,6.0,3.5,,-1.0,EE Joaquim Mendes Feliz,Cursando,Cursando,RA-1469,1,44.861111111375,65.71249999999999,0.5028879295103879,7.86329629625,,,,,,1,17
NAO_INFORMADO,Feminino,2022,Escola Pública,7.541,8.3,7.7,7.5,6.1,5.8,4.8,7.7,7.25,10.0,0.0,2022,,,,,,,,,,RA-147,0,46.97,,0.7921049214387741,7.37,,,,,,0,79
FASE 4,Feminino,2022,Pública,7.541,0.0,7.0,5.63,4.5,,,,7.46,5.0,,2023,,6.875,5.0,6.0,2.5,-1.0,,,,RA-147,1,31.5,38.70625,0.6427653192401085,5.244166666666667,6.1,7.7,7.5,-1.5999999999999996,-0.7000000000000002,0,74
5F,Feminino,2022,Pública,7.540822106753813,8.334,9.277056277,7.51,6.166666666666667,,,,7.386666667,5.0,,2024,5.5425,7.5,6.0,2.5,10.0,-1.0,EE Joaquim Mendes Feliz,Cursando,Cursando,RA-147,1,57.20851370816667,56.324999999999996,0.6646507072773027,7.695731601777777,4.5,7.0,5.63,1.666666666666667,2.277056277,0,56
2G,Feminino,2024,Pública,,8.002,6.35610766,6.26,5.0,,,,5.4125,5.0,,2024,,6.875,5.0,5.0,,-1.0,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-1470,1,31.7805383,43.0375,0.7865212086088849,6.317601276666667,,,,,,0,18
2G,Masculino,2024,Pública,,10.002,7.195652174,7.51,7.5,,,,7.2425,5.0,,2024,,7.65625,8.0,7.0,,-1.0,EE Loris Nassif Mattar Profa,Cursando,Cursando,RA-1471,1,53.967391305,57.4984375,1.042151241808786,7.851067029,,,,,,1,18
2G,Masculino,2022,Pública,,8.502,10.0,7.51,8.75,,,,8.1275,10.0,,2024,,7.96875,9.0,8.5,,0.0,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-1472,0,87.5,59.8453125,0.8749125087491252,8.476374999999999,,,,,,1,18
2G,Masculino,2024,Pública,,9.502,8.4368530025,5.625,5.25,,,,6.415,5.0,,2024,,6.5625,6.0,4.5,,-1.0,EE Loris Nassif Mattar Profa,Cursando,Cursando,RA-1473,1,44.293478263124996,36.9140625,0.6221961911927726,6.965225500416667,,,,,,1,18
2H,Feminino,2024,Pública,,8.002,7.960662526,5.625,7.5,,,,6.2875,10.0,,2024,,6.71875,7.0,8.0,,0.0,EE João Ortiz Rodrigues,Cursando,Cursando,RA-1474,0,59.704968945000005,37.79296875,0.942014306121068,7.015652087666667,,,,,,0,19
2I,Feminino,2024,Pública,,9.002,8.070175439,7.51,5.0,,,,6.993333333,10.0,,2024,,7.5,7.0,3.0,,0.0,EE Dom Pedro Villas Boas de Souza,Cursando,Cursando,RA-1475,0,40.350877194999995,56.324999999999996,0.6194884546605134,7.345918128666668,,,,,,0,20
2K,Feminino,2024,Pública,,9.502,10.0,5.635,8.5,,,,8.7525,10.0,,2024,,8.4375,8.0,9.0,,0.0,EE Maria André Schunck Dona,Cursando,Cursando,RA-1476,0,85.0,47.5453125,0.8499150084991501,8.471166666666667,,,,,,0,21
