ra,fase,turma,nome,anonasc,idade22,gnero,anoingresso,instituiodeensino,pedra20,pedra21,pedra22,inde22,cg,cf,ct,nav,avaliador1,recav1,avaliador2,recav2,avaliador3,recav3,avaliador4,recav4,iaa,ieg,ips,recpsicologia,ida,matem,portug,ingls,indicado,atingiupv,ipv,ian,faseideal,defas,destaqueieg,destaqueida,destaqueipv,ano,inde2023,fase_pedra_ano,nomeanonimizado,datadenasc,idade,pedra23,inde23,ipp,mat,por,ing,defasagem,destaqueipv1,inde2024,avaliador5,avaliador6,escola,ativoinativo,ativoinativo1,aluno_id
RA-1084,3A,3A,,,,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,8.751,7.705263158,5.63,,3.6666666666666665,,,,,,7.4575,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Agata,Aluno-1084,,,Ametista,7.9948,7.03125,1.0,6.0,4.0,0.0,,,,,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-1084
RA-1519,3A,3A,,,,Masculino,2024,,,,,,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,9.585,5.560902255666666,8.755,,4.833333333333333,,,,,,7.5025,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Ametista,Aluno-1519,,,,,7.96875,0.0,6.5,8.0,3.0,,,,,,Cursando,Cursando,RA-1519
RA-490,3A,3A,,,,Feminino,2022,Privada,,,Ametista,7.5764812987012995,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,9.168,5.5110047846666665,8.755,,6.166666666666667,,,,,,7.295,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Ametista,Aluno-490,,,Ametista,7.429466667,7.8125,5.5,6.0,7.0,1.0,,,,,Rede Decisão - Unidade União,Cursando,Cursando,RA-490
RA-346,3A,3A,,,,Masculino,2022,Pública,,,Topázio,8.143057777777779,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,10.002,9.149206349333333,2.51,,6.166666666666667,,,,,,8.2525,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Ametista,Aluno-346,,,Ametista,7.305541667,7.96875,6.0,4.5,8.0,0.0,,,,,Rede Decisão - Unidade União,Cursando,Cursando,RA-346
RA-546,3B,3B,,,,Feminino,2021,Pública,,Quartzo,Ágata,6.770192769423559,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,5.832,3.7838383836666662,8.135,,4.666666666666667,,,,,,5.5,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Quartzo,Aluno-546,,,Agata,6.031666667,5.15625,0.0,4.0,10.0,0.0,,,,,EE Alexandre Rodrigues Nogueira,Cursando,Cursando,RA-546
RA-1087,3B,3B,,,,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,7.917,8.393265993333333,8.755,,2.6666666666666665,,,,,,6.58,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Agata,Aluno-1087,,,Ametista,7.2067,7.1875,2.0,5.0,1.0,0.0,,,,,EE Mario Francisco de Amorim,Cursando,Cursando,RA-1087
RA-493,3B,3B,,,,Feminino,2021,Pública,Topázio,Topázio,Topázio,8.306175283950617,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,10.002,8.933333333333334,10.0,,3.1666666666666665,,,,,,6.705,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Ametista,Aluno-493,,,Ametista,7.934366667,7.03125,3.0,4.0,2.5,1.0,,,,,EE Mario Francisco de Amorim,Cursando,Cursando,RA-493
RA-1520,3B,3B,,,,Feminino,2024,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,8.334,9.060606060666666,8.75,,3.75,,,,,,7.3325,5.0,Fase 4 (9° ano),,,,,2024,,Ametista,Aluno-1520,,,,,7.65625,4.0,3.5,,-1.0,,,,,EE Alexandre Rodrigues Nogueira,Cursando,Cursando,RA-1520
RA-1072,3B,3B,,,,Masculino,2023,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,8.751,5.627886710333333,8.755,,8.166666666666666,,,,,,7.545,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Ametista,Aluno-1072,,,Topázio,8.0152,7.96875,8.0,7.0,9.5,0.0,,,,,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-1072
RA-1521,3B,3B,,,,Feminino,2024,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,7.5,6.157902555,2.51,,3.1666666666666665,,,,,,5.4525,5.0,Fase 4 (9° ano),,,,,2024,,Quartzo,Aluno-1521,,,,,6.09375,2.0,5.5,2.0,-1.0,,,,,EE Alexandre Rodrigues Nogueira,Cursando,Cursando,RA-1521
RA-536,3B,3B,,,,Feminino,2021,Pública,Topázio,Ametista,Ametista,7.105690655172413,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,8.334,9.109090909,8.135,,5.5,,,,,,7.415,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Ametista,Aluno-536,,,Ametista,7.759533333,7.1875,6.5,4.5,5.5,1.0,,,,,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-536
RA-1079,3B,3B,,,,Masculino,2023,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,7.5,4.516498316333333,2.51,,6.333333333333333,,,,,,4.1625,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Quartzo,Aluno-1079,,,Agata,6.916533333,4.21875,5.0,7.5,6.5,0.0,,,,,EE Alexandre Rodrigues Nogueira,Cursando,Cursando,RA-1079
RA-331,3B,3B,,,,Feminino,2021,Pública,Ametista,Ametista,Ágata,6.636118019594441,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,8.751,7.735353535333334,8.755,,3.5,,,,,,5.62,5.0,Fase 4 (9° ano),,,,,2024,,Agata,Aluno-331,,,Ametista,7.039791667,6.09375,4.0,3.5,3.0,-1.0,,,,,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-331
RA-1522,3B,3B,,,,Masculino,2024,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,8.751,10.0,9.38,,7.0,,,,,,7.1275,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Topázio,Aluno-1522,,,,,6.875,10.0,4.0,,0.0,,,,,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-1522
RA-1096,3B,3B,,,,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,9.168,9.866666666666667,8.755,,8.5,,,,,,9.09,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Topázio,Aluno-1096,,,Topázio,8.615533333,9.0625,8.5,7.0,10.0,1.0,,,,,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-1096
RA-513,3B,3B,,,,Masculino,2021,Privada,,Topázio,Topázio,8.228772285714285,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,10.002,8.831746031666666,8.135,,7.666666666666667,,,,,,8.545,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Topázio,Aluno-513,,,Topázio,8.297866667,9.0625,9.0,5.5,8.5,1.0,,,,,Escola João Paulo II,Cursando,Cursando,RA-513
RA-531,3B,3B,,,,Masculino,2022,Pública,,,Ametista,8.057199636363638,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,9.168,9.803921568666667,4.38,,6.666666666666667,,,,,,7.335,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Ametista,Aluno-531,,,Topázio,8.3252,7.96875,6.5,4.5,9.0,0.0,,,,,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-531
RA-1523,3B,3B,,,,Masculino,2024,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,6.666,9.283272283333334,8.755,,8.166666666666666,,,,,,8.755,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Topázio,Aluno-1523,,,,,8.90625,8.0,6.5,10.0,1.0,,,,,EE Alexandre Rodrigues Nogueira,Cursando,Cursando,RA-1523
RA-1524,3B,3B,,,,Feminino,2024,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,7.917,2.777777777666667,7.51,,4.0,,,,,,6.9175,5.0,Fase 4 (9° ano),,,,,2024,,Quartzo,Aluno-1524,,,,,7.65625,4.0,,,-1.0,,,,,EE Mario Francisco de Amorim,Cursando,Cursando,RA-1524
RA-1147,3B,3B,,,,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-21,,Avaliador-26,,Avaliador-23,,Avaliador-5,,8.751,6.125925926,8.755,,3.1666666666666665,,,,,,5.495,5.0,Fase 4 (9° ano),,,,,2024,,Quartzo,Aluno-1147,,,Ametista,7.072983333,6.25,2.0,5.0,2.5,-1.0,,,,,EE Loris Nassif Mattar Profa,Cursando,Cursando,RA-1147
RA-479,3C,3C,,,,Masculino,2021,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,8.464686539682539,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,,,9.168,9.866666666666667,2.51,,9.666666666666666,,,,,,9.45,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Topázio,Aluno-479,,,Topázio,8.988866667,9.375,10.0,9.0,10.0,1.0,,,,,Colégio Arco Íris Evolução,Cursando,Cursando,RA-479
RA-517,3C,3C,,,,Feminino,2021,Pública,Ametista,Ágata,Ametista,7.604387307346327,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,,,7.5,5.266499582333334,2.51,,5.0,,,,,,6.11,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Quartzo,Aluno-517,,,Agata,6.3104,6.041666667,4.5,4.0,6.5,0.0,,,,,EE Paschoal Carlos Magno,Cursando,Cursando,RA-517
RA-325,3C,3C,,,,Masculino,2022,Pública,,,Ametista,7.619194363636365,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,,,9.168,9.866666666666667,7.51,,7.0,,,,,,7.553333333,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Topázio,Aluno-325,,,Agata,6.243,8.333333333,7.0,5.5,8.5,0.0,,,,,EE Paschoal Carlos Magno,Cursando,Cursando,RA-325
RA-1525,3C,3C,,,,Masculino,2024,Pública,,,,,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,,,7.917,8.293650793666666,5.63,,7.0,,,,,,7.553333333,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Ametista,Aluno-1525,,,,,8.541666667,6.5,5.5,9.0,0.0,,,,,EE Joaquim Mendes Feliz,Cursando,Cursando,RA-1525
RA-518,3C,3C,,,,Masculino,2022,Pública,,,Ametista,7.660716285714286,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,,,8.334,6.8300751879999995,2.51,,4.0,,,,,,6.94,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Agata,Aluno-518,,,Ametista,7.5762,7.083333333,7.5,3.5,1.0,0.0,,,,,EE Paschoal Carlos Magno,Cursando,Cursando,RA-518
RA-1146,3C,3C,,,,Feminino,2023,Pública,,,,,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,,,10.002,5.017209691,6.88,,2.0,,,,,,5.883333333,5.0,Fase 5 (1° EM),,,,,2024,,Quartzo,Aluno-1146,,,Agata,6.689583333,6.25,2.0,0.0,4.0,-2.0,,,,,EE Mario Francisco de Amorim,Cursando,Cursando,RA-1146
RA-530,3C,3C,,,,Masculino,2021,Pública,Topázio,Topázio,Topázio,8.33840773949389,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,,,8.751,6.468838763666667,9.38,,4.5,,,,,,7.496666667,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Ametista,Aluno-530,,,Ametista,7.653033333,7.083333333,4.0,6.0,3.5,0.0,,,,,EE Joaquim Mendes Feliz,Cursando,Cursando,RA-530
RA-524,3C,3C,,,,Masculino,2021,Pública,Ametista,Ametista,Ágata,6.946674134932534,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,,,7.083,5.111779448666667,2.51,,8.666666666666666,,,,,,7.39,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Ametista,Aluno-524,,,Ametista,7.331133333,8.333333333,8.5,7.5,10.0,0.0,,,,,EE Paschoal Carlos Magno,Cursando,Cursando,RA-524
RA-578,3C,3C,,,,Masculino,2021,Privada - Programa de Apadrinhamento,Ametista,Topázio,Topázio,8.813892666666668,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,,,10.002,10.0,2.51,,9.833333333333334,,,,,,9.45,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Topázio,Aluno-578,,,Topázio,9.013866667,9.583333333,10.0,9.5,10.0,1.0,,,,,Colégio Arco Íris Evolução,Cursando,Cursando,RA-578
RA-526,3C,3C,,,,Masculino,2022,Pública,,,Topázio,8.079349826086958,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,,,9.585,9.382456140333334,8.13,,7.333333333333333,,,,,,7.496666667,5.0,Fase 4 (9° ano),,,,,2024,,Ametista,Aluno-526,,,Topázio,8.0957,7.291666667,8.5,3.5,10.0,-1.0,,,,,EE Paschoal Carlos Magno,Cursando,Cursando,RA-526
RA-528,3C,3C,,,,Masculino,2021,Pública,,Ametista,Quartzo,5.334539516483517,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,,,9.168,5.793483709333334,7.51,,6.666666666666667,,,,,,6.936666667,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Ametista,Aluno-528,,,Ametista,7.6892,7.291666667,8.5,4.5,7.0,0.0,,,,,EE Joaquim Mendes Feliz,Cursando,Cursando,RA-528
RA-516,3C,3C,,,,Masculino,2021,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,8.902781333333333,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,,,10.002,10.0,2.51,,8.833333333333334,,,,,,7.56,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Topázio,Aluno-516,,,Topázio,8.6807,8.541666667,8.0,8.5,10.0,1.0,,,,,Colégio Arco Íris Evolução,Cursando,Cursando,RA-516
RA-534,3C,3C,,,,Masculino,2021,Pública,,Ametista,Ametista,7.131280678842398,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,,,9.585,6.043441938333333,7.51,,5.0,,,,,,7.103333333,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Ametista,Aluno-534,,,Quartzo,5.8385,7.5,4.0,4.0,7.0,0.0,,,,,EE Paschoal Carlos Magno,Cursando,Cursando,RA-534
RA-1097,3C,3C,,,,Masculino,2023,Pública,,,,,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,,,10.002,4.849791144666667,6.25,,3.0,,,,,,5.88,5.0,Fase 4 (9° ano),,,,,2024,,Quartzo,Aluno-1097,,,Agata,6.9547,6.041666667,4.5,4.5,0.0,-1.0,,,,,EE Paschoal Carlos Magno,Cursando,Cursando,RA-1097
RA-360,3C,3C,,,,Feminino,2021,Pública,Ametista,Ágata,Ametista,7.075193052489235,,,,3.0,Avaliador-21,,Avaliador-23,,Avaliador-26,,,,8.334,5.618045113,5.0,,5.833333333333333,,,,,,6.993333333,5.0,Fase 4 (9° ano),,,,,2024,,Agata,Aluno-360,,,Quartzo,5.790875,7.708333333,4.0,6.0,7.5,-1.0,,,,,EE Paschoal Carlos Magno,Cursando,Cursando,RA-360
RA-1526,3D,3D,,,,Feminino,2024,Pública,,,,,,,,4.0,Avaliador-22,,Avaliador-23,,Avaliador-26,,Avaliador-5,,9.168,10.0,8.75,,3.75,,,,,,8.1275,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Ametista,Aluno-1526,,,,,8.125,2.0,5.5,,0.0,,,,,EE Alexandre Rodrigues Nogueira,Cursando,Cursando,RA-1526
RA-1077,3D,3D,,,,Masculino,2023,Pública,,,,,,,,4.0,Avaliador-22,,Avaliador-23,,Avaliador-26,,Avaliador-5,,0.0,7.703703703666666,6.885,,2.0,,,,,,6.37,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Quartzo,Aluno-1077,,,Ametista,7.2115,6.40625,0.0,6.0,0.0,0.0,,,,,EE Alexandre Rodrigues Nogueira,Cursando,Cursando,RA-1077
RA-508,3D,3D,,,,Masculino,2022,Pública,,,Ágata,6.575002222222222,,,,4.0,Avaliador-22,,Avaliador-23,,Avaliador-26,,Avaliador-5,,7.083,5.567251461999999,7.51,,4.666666666666667,,,,,,7.5,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Agata,Aluno-508,,,Ametista,7.671633333,7.65625,0.0,7.0,7.0,1.0,,,,,EE Alexandre Rodrigues Nogueira,Cursando,Cursando,RA-508
RA-363,3D,3D,,,,Masculino,2022,Privada,,,Ágata,6.644446000000001,,,,4.0,Avaliador-22,,Avaliador-23,,Avaliador-26,,Avaliador-5,,9.585,9.523809524,5.625,,5.333333333333333,,,,,,6.955,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Ametista,Aluno-363,,,Agata,6.680833333,7.34375,4.0,3.5,8.5,0.0,,,,,Colégio Nogueira e Sonho de Criança,Cursando,Cursando,RA-363
RA-340,3D,3D,,,,Masculino,2021,Pública,Ametista,Ágata,Ametista,7.720835333333334,,,,4.0,Avaliador-22,,Avaliador-23,,Avaliador-26,,Avaliador-5,,7.917,6.585769980666666,7.51,,5.166666666666667,,,,,,5.83,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Agata,Aluno-340,,,Ametista,7.059666667,6.5625,6.0,7.0,2.5,0.0,,,,,EE Alexandre Rodrigues Nogueira,Cursando,Cursando,RA-340
RA-1527,3D,3D,,,,Masculino,2024,Pública,,,,,,,,4.0,Avaliador-22,,Avaliador-23,,Avaliador-26,,Avaliador-5,,9.168,10.0,7.51,,8.0,,,,,,7.835,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Topázio,Aluno-1527,,,,,7.96875,9.0,7.0,,0.0,,,,,EE Alexandre Rodrigues Nogueira,Cursando,Cursando,RA-1527
RA-509,3D,3D,,,,Feminino,2021,Pública,Ametista,Ágata,Ametista,7.808336000000001,,,,4.0,Avaliador-22,,Avaliador-23,,Avaliador-26,,Avaliador-5,,9.168,6.363636363666667,2.51,,6.0,,,,,,7.2475,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Agata,Aluno-509,,,Ametista,7.606033333,8.28125,6.0,4.5,7.5,0.0,,,,,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-509
RA-500,3D,3D,,,,Feminino,2021,Privada - Programa de Apadrinhamento,Topázio,Topázio,Topázio,8.231946666666667,,,,4.0,Avaliador-22,,Avaliador-23,,Avaliador-26,,Avaliador-5,,9.585,10.0,2.51,,6.666666666666667,,,,,,8.3775,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Topázio,Aluno-500,,,Topázio,8.427533333,8.59375,6.0,6.0,8.0,0.0,,,,,Colégio Arco Íris Evolução,Cursando,Cursando,RA-500
RA-1528,3D,3D,,,,Masculino,2024,Pública,,,,,,,,4.0,Avaliador-22,,Avaliador-23,,Avaliador-26,,Avaliador-5,,9.168,7.787878788,7.51,,5.666666666666667,,,,,,7.335,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Ametista,Aluno-1528,,,,,7.96875,3.0,6.0,8.0,0.0,,,,,EE Alexandre Rodrigues Nogueira,Cursando,Cursando,RA-1528
RA-1089,3D,3D,,,,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-22,,Avaliador-23,,Avaliador-26,,Avaliador-5,,9.168,7.039682539666667,8.13,,6.833333333333333,,,,,,6.995,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Ametista,Aluno-1089,,,Ametista,7.9947,7.1875,6.0,6.0,8.5,0.0,,,,,EE Bairro Boa Vista,Cursando,Cursando,RA-1089
RA-1090,3D,3D,,,,Masculino,2023,Pública,,,,,,,,4.0,Avaliador-22,,Avaliador-23,,Avaliador-26,,Avaliador-5,,9.585,7.621832358666666,7.51,,6.333333333333333,,,,,,7.4175,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Ametista,Aluno-1090,,,Ametista,7.844033333,7.8125,3.5,7.5,8.0,0.0,,,,,EE Alexandre Rodrigues Nogueira,Cursando,Cursando,RA-1090
RA-503,3D,3D,,,,Masculino,2021,Pública,Topázio,Topázio,Ametista,7.950002,,,,4.0,Avaliador-22,,Avaliador-23,,Avaliador-26,,Avaliador-5,,9.585,9.824561403666666,7.51,,7.666666666666667,,,,,,7.7925,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Topázio,Aluno-503,,,Topázio,8.4682,7.8125,6.0,8.0,9.0,1.0,,,,,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-503
RA-1093,3D,3D,,,,Masculino,2023,Pública,,,,,,,,4.0,Avaliador-22,,Avaliador-23,,Avaliador-26,,Avaliador-5,,7.5,7.722222222333333,8.13,,8.666666666666666,,,,,,8.8825,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Topázio,Aluno-1093,,,Topázio,8.197533333,8.90625,8.5,8.0,9.5,0.0,,,,,EE Mario Francisco de Amorim,Cursando,Cursando,RA-1093
RA-1094,3D,3D,,,,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-22,,Avaliador-23,,Avaliador-26,,Avaliador-5,,9.168,9.523809523666666,2.51,,7.333333333333333,,,,,,8.1675,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Topázio,Aluno-1094,,,Topázio,8.1779,8.4375,6.0,7.5,8.5,0.0,,,,,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-1094
RA-1095,3D,3D,,,,Masculino,2023,Pública,,,,,,,,4.0,Avaliador-22,,Avaliador-23,,Avaliador-26,,Avaliador-5,,7.5,7.84502924,7.51,,2.3333333333333335,,,,,,5.125,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Agata,Aluno-1095,,,Agata,6.238,5.46875,3.0,2.0,2.0,0.0,,,,,EE Mario Francisco de Amorim,Cursando,Cursando,RA-1095
RA-1098,3D,3D,,,,Feminino,2023,Pública,,,,,,,,4.0,Avaliador-22,,Avaliador-23,,Avaliador-26,,Avaliador-5,,8.751,5.822406257,7.51,,3.5,,,,,,6.7475,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Agata,Aluno-1098,,,Ametista,7.2787,7.34375,1.0,3.5,6.0,0.0,,,,,EE Alexandre Rodrigues Nogueira,Cursando,Cursando,RA-1098
RA-1106,3F,3F,,,,Masculino,2023,Pública,,,,,,,,4.0,Avaliador-22,,Avaliador-23,,Avaliador-26,,Avaliador-5,,8.334,5.4312354313333335,7.51,,0.0,,,,,,7.5,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Quartzo,Aluno-1106,,,Ametista,7.1642,7.65625,0.0,0.0,0.0,0.0,,,,,EE João Ortiz Rodrigues,Cursando,Cursando,RA-1106
RA-568,3F,3F,,,,Masculino,2021,Pública,Ametista,Ametista,Ametista,7.305919652173913,,,,5.0,Avaliador-16,,Avaliador-26,,Avaliador-22,,Avaliador-10,,7.917,3.2619047620000003,8.13,,5.166666666666667,,,,,,5.496,5.0,Fase 5 (1° EM),,,,,2024,,Quartzo,Aluno-568,,,Agata,6.9647,6.5625,5.0,5.5,5.0,-2.0,,,Avaliador-7,,EE Joaquim Mendes Feliz,Cursando,Cursando,RA-568
RA-558,3F,3F,,,,Masculino,2022,Pública,,,Quartzo,5.538561201058201,,,,5.0,Avaliador-16,,Avaliador-26,,Avaliador-22,,Avaliador-10,,9.168,3.7763975156666674,8.13,,3.0,,,,,,4.268,5.0,Fase 5 (1° EM),,,,,2024,,Quartzo,Aluno-558,,,Agata,6.615333333,6.09375,2.5,4.0,2.5,-2.0,,,Avaliador-7,,EE Alexandre Rodrigues Nogueira,Cursando,Cursando,RA-558
RA-559,3F,3F,,,,Masculino,2021,Pública,,Ametista,Ametista,7.633511273307791,,,,5.0,Avaliador-16,,Avaliador-26,,Avaliador-22,,Avaliador-10,,10.002,5.705128205,8.13,,3.1666666666666665,,,,,,4.728,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Agata,Aluno-559,,,Ametista,7.947366667,6.25,1.0,2.5,6.0,0.0,,,Avaliador-7,,EE João Ortiz Rodrigues,Cursando,Cursando,RA-559
RA-1529,3F,3F,,,,Feminino,2024,Pública,,,,,,,,5.0,Avaliador-16,,Avaliador-26,,Avaliador-22,,Avaliador-10,,6.666,7.435897436,7.51,,5.5,,,,,,6.964,5.0,Fase 4 (9° ano),,,,,2024,,Agata,Aluno-1529,,,,,8.125,6.0,5.5,5.0,-1.0,,,Avaliador-7,,EE João Ortiz Rodrigues,Cursando,Cursando,RA-1529
RA-1111,3F,3F,,,,Feminino,2023,Pública,,,,,,,,5.0,Avaliador-16,,Avaliador-26,,Avaliador-22,,Avaliador-10,,6.249,4.600414078666667,7.5,,5.0,,,,,,5.824,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Agata,Aluno-1111,,,Agata,6.559166667,6.5625,5.0,4.0,6.0,1.0,,,Avaliador-7,,EE Leonice de Aquino Oliveira,Cursando,Cursando,RA-1111
RA-1108,3F,3F,,,,Masculino,2023,Pública,,,,,,,,5.0,Avaliador-16,,Avaliador-26,,Avaliador-22,,Avaliador-10,,9.168,3.7546583853333337,8.13,,3.6666666666666665,,,,,,5.422,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Agata,Aluno-1108,,,Agata,6.310833333,7.1875,3.5,3.5,4.0,0.0,,,Avaliador-7,,EE João Ortiz Rodrigues,Cursando,Cursando,RA-1108
RA-542,3F,3F,,,,Feminino,2021,Pública,Ametista,Ágata,Ametista,7.221179827586207,,,,5.0,Avaliador-16,,Avaliador-26,,Avaliador-22,,Avaliador-10,,8.751,6.481366459666667,8.13,,3.9333333333333336,,,,,,6.232,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Agata,Aluno-542,,,Ametista,7.816533333,7.03125,1.5,5.0,5.3,0.0,,,Avaliador-7,,EE João Ortiz Rodrigues,Cursando,Cursando,RA-542
RA-543,3F,3F,,,,Feminino,2022,Pública,,,Ametista,7.050000666666667,,,,5.0,Avaliador-16,,Avaliador-26,,Avaliador-22,,Avaliador-10,,8.751,9.616977225666666,2.51,,6.833333333333333,,,,,,8.7,10.0,Fase 2 (5° e 6° ano),,,,,2024,,Topázio,Aluno-543,,,Ametista,7.971833333,8.90625,7.0,6.5,7.0,1.0,,,Avaliador-7,,EE João Ortiz Rodrigues,Cursando,Cursando,RA-543
RA-1530,3F,3F,,,,Masculino,2024,Pública,,,,,,,,5.0,Avaliador-16,,Avaliador-26,,Avaliador-22,,Avaliador-10,,0.0,2.5238095237666665,8.13,,2.8333333333333335,,,,,,5.258,10.0,Fase 3 (7° e 8° ano),,,,,2024,,Quartzo,Aluno-1530,,,,,7.03125,1.5,7.0,0.0,0.0,,,Avaliador-7,,EE João Ortiz Rodrigues,Cursando,Cursando,RA-1530
